layer,level,class,id,plot_id,percentage_inside,Site,cover,clumpy,pd,pland
1,class,0,NA,134,100.0311061,vhu,coral,0.990631281,9.996890353,24.9449904
1,class,0,NA,135,99.91145171,vhu,coral,0.985119484,21.01861162,39.96156191
1,class,0,NA,136,99.91145171,vhu,coral,0.987354232,19.01683909,32.76431568
1,class,0,NA,137,100.0311061,vhu,coral,0.990066258,7.997512283,12.47356961
1,class,0,NA,138,100.0311061,vhu,coral,0.988877802,11.99626842,18.09629545
1,class,0,NA,139,99.91145171,vhu,coral,0.987873648,15.01329402,26.8692316
1,class,0,NA,140,100.0311061,vhu,coral,0.986021526,20.99346974,36.12082056
1,class,0,NA,141,100.0311061,vhu,coral,0.989895538,14.99533553,37.2788872
1,class,0,NA,142,99.91145171,vhu,coral,0.986730803,21.01861162,35.05482448
1,class,0,NA,143,100.0311061,vhu,coral,0.986499457,20.99346974,36.60000573
1,class,0,NA,144,100.0311061,vhu,coral,0.988225608,14.99533553,37.22975102
1,class,0,NA,145,99.91145171,vhu,coral,0.983889912,22.01949789,44.1382624
1,class,0,NA,146,99.91145171,vhu,coral,0.991191169,7.006203874,9.339022554
1,class,0,NA,147,100.0311061,vhu,coral,0.989889933,12.99595746,35.58676905
1,class,0,NA,148,100.0311061,vhu,coral,0.986644535,18.99409167,27.45208148
1,class,0,NA,149,99.91145171,vhu,coral,0.990587886,11.00974894,15.90275736
1,class,0,NA,150,100.0311061,vhu,coral,0.982341498,25.99191492,47.17760651
1,class,0,NA,151,100.0311061,vhu,coral,0.989047139,14.99533553,24.51666046
1,class,0,NA,152,99.91145171,vhu,coral,0.99051789,10.00886268,19.61260712
1,class,0,NA,153,100.0311061,vhu,coral,0.988257422,17.99440264,28.03383663
1,class,0,NA,154,100.0311061,vhu,coral,0.98846185,15.99502457,24.37254677
1,class,0,NA,155,99.91145171,vhu,coral,0.987016448,21.01861162,28.99336656
1,class,0,NA,156,99.91145171,vhu,coral,0.98896052,16.01418028,31.48954785
1,class,0,NA,157,100.0311061,vhu,coral,0.988570153,13.99564649,24.52969659
1,class,0,NA,158,100.0311061,vhu,coral,0.989583819,12.99595746,22.39506633
1,class,0,NA,159,99.91145171,vhu,coral,0.987095198,16.01418028,31.90089283
1,class,0,NA,160,100.0311061,vhu,coral,0.987348307,15.99502457,26.23198579
1,class,0,NA,161,100.0311061,vhu,coral,0.986400532,16.9947136,41.11050626
1,class,0,NA,162,99.91145171,vhu,coral,0.987300984,10.00886268,11.12080032
1,class,0,NA,163,100.0311061,vhu,coral,0.990139267,9.996890353,15.84305074
1,class,0,NA,164,100.0311061,vhu,coral,0.989126845,14.99533553,23.63364181
1,class,0,NA,165,99.91145171,vhu,coral,0.984983707,26.02304296,29.94427911
1,class,0,NA,166,99.91145171,vhu,coral,0.983239561,25.02215669,41.05948582
1,class,0,NA,167,100.0311061,vhu,coral,0.986035787,19.99378071,35.82084635
1,class,0,NA,168,100.0311061,vhu,coral,0.985695759,18.99409167,31.74626823
1,class,0,NA,169,99.91145171,vhu,coral,0.987853584,19.01683909,29.88059809
1,class,0,NA,170,100.0311061,vhu,coral,0.990480543,9.996890353,16.4250924
1,class,0,NA,171,100.0311061,vhu,coral,0.990198249,4.998445177,5.577314271
1,class,0,NA,172,99.91145171,vhu,coral,0.989953372,15.01329402,20.68026821
1,class,0,NA,173,100.0311061,vhu,coral,0.989526179,13.99564649,18.6677363
1,class,0,NA,174,100.0311061,vhu,coral,0.989085045,13.99564649,22.17330888
1,class,0,NA,175,99.91145171,vhu,coral,0.987955124,20.01772535,31.6387106
1,class,0,NA,176,99.91145171,vhu,coral,0.986468235,21.01861162,35.42672738
1,class,0,NA,177,100.0311061,vhu,coral,0.985711713,22.99284781,34.68555712
1,class,0,NA,178,100.0311061,vhu,coral,0.989102649,15.99502457,27.13233819
1,class,0,NA,179,99.91145171,vhu,coral,0.990517272,9.007976409,11.64745957
1,class,0,NA,180,100.0311061,vhu,coral,0.989424378,12.99595746,27.14121995
1,class,0,NA,181,100.0311061,vhu,coral,0.990360753,8.997201318,16.17239206
1,class,0,NA,182,99.91145171,vhu,coral,0.985455973,20.01772535,35.20570834
1,class,0,NA,183,100.0311061,vhu,coral,0.988768491,16.9947136,26.32323869
1,class,0,NA,184,100.0311061,vhu,coral,0.988249739,15.99502457,26.29573389
1,class,0,NA,185,99.91145171,vhu,coral,0.987060035,20.01772535,37.19746136
1,class,0,NA,186,99.91145171,vhu,coral,0.985587541,25.02215669,38.50708165
1,class,0,NA,187,100.0311061,vhu,coral,0.98638594,19.99378071,33.41260064
1,class,0,NA,188,100.0311061,vhu,coral,0.986917319,11.99626842,10.31917027
1,class,0,NA,189,99.91145171,vhu,coral,0.987374571,17.01506655,21.06751766
1,class,0,NA,190,100.0311061,vhu,coral,0.989379982,13.99564649,30.13838352
1,class,0,NA,191,100.0311061,vhu,coral,0.989664707,11.99626842,22.47786723
1,class,0,NA,192,99.91145171,vhu,coral,0.987405572,18.01595282,32.47344831
1,class,0,NA,193,100.0311061,vhu,coral,0.988007777,15.99502457,26.86588545
1,class,0,NA,194,100.0311061,vhu,coral,0.987114745,18.99409167,20.21788958
1,class,0,NA,195,99.91145171,vhu,coral,0.986846623,20.01772535,27.70052709
1,class,0,NA,196,99.91145171,vhu,coral,0.985246339,23.02038416,35.07103159
1,class,0,NA,197,100.0311061,vhu,coral,0.984936978,26.99160395,31.58997794
1,class,0,NA,198,100.0311061,vhu,coral,0.985781457,23.99253685,30.54207375
1,class,0,NA,199,99.91145171,vhu,coral,0.984006238,23.02038416,37.50138047
1,class,0,NA,200,100.0311061,vhu,coral,0.986836236,18.99409167,25.3546973
1,class,0,NA,201,100.0311061,vhu,coral,0.988982471,13.99564649,29.8846804
1,class,0,NA,202,99.91145171,vhu,coral,0.988817453,15.01329402,23.01538241
1,class,0,NA,203,100.0311061,vhu,coral,0.986691158,18.99409167,25.39581125
1,class,0,NA,204,100.0311061,vhu,coral,0.988191992,17.99440264,24.06326104
1,class,0,NA,205,99.91145171,vhu,coral,0.985844271,22.01949789,40.29560042
1,class,0,NA,206,99.91145171,vhu,coral,0.98525358,26.02304296,35.37925347
1,class,0,NA,207,100.0311061,vhu,coral,0.984338535,23.99253685,40.84090193
1,class,0,NA,208,100.0311061,vhu,coral,0.986475628,19.99378071,34.09391743
1,class,0,NA,209,99.91145171,vhu,coral,0.988849072,16.01418028,27.21474416
1,class,0,NA,210,100.0311061,vhu,coral,0.985828169,20.99346974,40.29338452
1,class,0,NA,211,100.0311061,vhu,coral,0.990525466,12.99595746,30.52259118
1,class,0,NA,212,99.91145171,vhu,coral,0.988175658,16.01418028,30.36738499
1,class,0,NA,213,100.0311061,vhu,coral,0.987450208,18.99409167,32.39277426
1,class,0,NA,214,100.0311061,vhu,coral,0.988381449,15.99502457,22.41741398
1,class,0,NA,215,99.91145171,vhu,coral,0.988404469,15.01329402,17.69328409
1,class,0,NA,216,99.91145171,vhu,coral,0.988137616,15.01329402,26.17634193
1,class,0,NA,217,100.0311061,vhu,coral,0.98585912,19.99378071,31.12296937
1,class,0,NA,218,100.0311061,vhu,coral,0.986948149,17.99440264,25.03925164
1,class,0,NA,219,99.91145171,vhu,coral,0.98999828,12.01063521,17.16146151
1,class,0,NA,220,100.0311061,vhu,coral,0.988108533,14.99533553,23.59983383
1,class,0,NA,221,100.0311061,vhu,coral,0.990384012,8.997201318,14.00825144
1,class,0,NA,222,99.91145171,vhu,coral,0.987039407,19.01683909,29.06694396
1,class,0,NA,223,100.0311061,vhu,coral,0.985943044,20.99346974,32.46755293
1,class,0,NA,224,100.0311061,vhu,coral,0.987500627,18.99409167,30.92986276
1,class,0,NA,225,99.91145171,vhu,coral,0.989007038,16.01418028,25.00885654
1,class,0,NA,226,99.91145171,vhu,coral,0.98936412,12.01063521,16.92538277
1,class,0,NA,227,100.0311061,vhu,coral,0.98881468,14.99533553,28.70928
1,class,0,NA,228,100.0311061,vhu,coral,0.9901218,13.99564649,25.53319199
1,class,0,NA,229,99.91145171,vhu,coral,0.985946322,23.02038416,33.55086235
1,class,0,NA,230,100.0311061,vhu,coral,0.98726118,17.99440264,28.09830101
1,class,0,NA,231,100.0311061,vhu,coral,0.985824497,21.99315878,30.94519096
1,class,0,NA,232,99.91145171,vhu,coral,0.986596402,23.02038416,28.90028327
1,class,0,NA,233,100.0311061,vhu,coral,0.985362752,20.99346974,29.40864682
1,class,0,NA,234,100.0311061,vhu,coral,0.984651203,22.99284781,41.59098072
1,class,0,NA,235,99.91145171,vhu,coral,0.985810485,23.02038416,35.42142063
1,class,0,NA,236,99.91145171,vhu,coral,0.988317779,16.01418028,19.02499193
1,class,0,NA,237,100.0311061,vhu,coral,0.988725222,15.99502457,24.66707733
1,class,0,NA,238,100.0311061,vhu,coral,0.988021803,13.99564649,20.51800705
1,class,0,NA,239,99.91145171,vhu,coral,0.98698333,20.01772535,32.07185629
1,class,0,NA,240,100.0311061,vhu,coral,0.986156392,19.99378071,21.34100221
1,class,0,NA,241,100.0311061,vhu,coral,0.985401583,20.99346974,26.90556686
1,class,0,NA,242,99.91145171,vhu,coral,0.986373705,23.02038416,26.2843415
1,class,0,NA,243,100.0311061,vhu,coral,0.987013995,19.99378071,25.37546916
1,class,0,NA,244,100.0311061,vhu,coral,0.986727563,15.99502457,26.308197
1,class,0,NA,245,99.91145171,vhu,coral,0.98673839,21.01861162,36.58775861
1,class,0,NA,246,99.91145171,vhu,coral,0.986686289,21.01861162,32.45408584
1,class,0,NA,247,100.0311061,vhu,coral,0.98428159,27.99129299,33.98160617
1,class,0,NA,248,100.0311061,vhu,coral,0.985670361,20.99346974,30.63432943
1,class,0,NA,249,99.91145171,vhu,coral,0.986834776,21.01861162,28.70938363
1,class,0,NA,250,100.0311061,vhu,coral,0.986950614,20.99346974,29.7609088
