plot_id,class,Site,cover,level,layer,id,percentage_inside,pland,NA
100,1,man,bare,class,1,NA,100.0900777,13.73632352,NA
100,255,vhu,bare,class,1,NA,100.0311061,39.73068218,NA
101,1,ana,bare,class,1,NA,99.99391446,0.732608502,NA
101,1,man,bare,class,NA,NA,NA,0,NA
101,255,vhu,bare,class,1,NA,100.0311061,31.76030714,NA
102,1,ana,bare,class,1,NA,99.89351896,12.49102656,NA
102,1,man,bare,class,NA,NA,NA,0,NA
102,255,vhu,bare,class,1,NA,99.91145171,54.20359281,NA
103,1,ana,bare,class,1,NA,99.99391446,2.618320364,NA
103,1,man,bare,class,NA,NA,NA,0,NA
103,255,vhu,bare,class,1,NA,100.0311061,23.68951093,NA
104,1,ana,bare,class,NA,NA,NA,0,NA
104,1,man,bare,class,NA,NA,NA,0,NA
104,255,vhu,bare,class,1,NA,100.0311061,45.21215941,NA
105,1,ana,bare,class,NA,NA,NA,0,NA
105,1,man,bare,class,NA,NA,NA,0,NA
105,255,vhu,bare,class,1,NA,100.0311061,25.35025642,NA
106,1,ana,bare,class,NA,NA,NA,0,NA
106,1,man,bare,class,NA,NA,NA,0,NA
106,255,vhu,bare,class,1,NA,99.91145171,38.9433827,NA
107,1,ana,bare,class,NA,NA,NA,0,NA
107,1,man,bare,class,NA,NA,NA,0,NA
107,255,vhu,bare,class,1,NA,100.0311061,32.84660344,NA
108,1,ana,bare,class,1,NA,99.99391446,7.985563986,NA
108,1,man,bare,class,1,NA,99.80872838,8.855782583,NA
108,255,vhu,bare,class,1,NA,100.0311061,90.20413718,NA
109,1,ana,bare,class,1,NA,99.89351896,7.433242672,NA
109,1,man,bare,class,1,NA,99.94930406,5.21879519,NA
109,255,vhu,bare,class,1,NA,99.91145171,78.48112159,NA
110,1,ana,bare,class,NA,NA,NA,0,NA
110,1,man,bare,class,1,NA,99.94930406,25.72869,NA
110,255,vhu,bare,class,1,NA,100.0311061,36.95226771,NA
111,1,ana,bare,class,1,NA,99.99391446,35.07036193,NA
111,1,man,bare,class,NA,NA,NA,0,NA
111,255,vhu,bare,class,1,NA,100.0311061,39.04922213,NA
112,1,ana,bare,class,1,NA,99.89351896,9.401939274,NA
112,1,man,bare,class,NA,NA,NA,0,NA
112,255,vhu,bare,class,1,NA,99.91145171,9.881028362,NA
113,1,ana,bare,class,NA,NA,NA,0,NA
113,1,man,bare,class,NA,NA,NA,0,NA
113,255,vhu,bare,class,1,NA,100.0311061,1.521788958,NA
114,1,ana,bare,class,NA,NA,NA,0,NA
114,1,man,bare,class,NA,NA,NA,0,NA
114,255,vhu,bare,class,1,NA,100.0311061,22.46669341,NA
115,1,ana,bare,class,NA,NA,NA,0,NA
115,1,man,bare,class,NA,NA,NA,0,NA
115,255,vhu,bare,class,1,NA,100.0311061,28.41947684,NA
116,1,ana,bare,class,NA,NA,NA,0,NA
116,1,man,bare,class,NA,NA,NA,0,NA
116,255,vhu,bare,class,1,NA,99.91145171,27.06572484,NA
117,1,ana,bare,class,NA,NA,NA,0,NA
117,1,man,bare,class,NA,NA,NA,0,NA
117,255,vhu,bare,class,1,NA,100.0311061,37.67340916,NA
118,1,ana,bare,class,1,NA,99.99391446,0.977451052,NA
118,1,man,bare,class,1,NA,99.94930406,5.525049028,NA
118,255,vhu,bare,class,1,NA,100.0311061,84.38243131,NA
119,1,ana,bare,class,1,NA,99.89351896,5.581428268,NA
119,1,man,bare,class,1,NA,100.0900777,40.85468259,NA
119,255,vhu,bare,class,1,NA,99.91145171,51.24142135,NA
120,1,ana,bare,class,1,NA,99.99391446,3.779504335,NA
120,1,man,bare,class,1,NA,100.0900777,13.35176976,NA
120,255,vhu,bare,class,1,NA,100.0311061,22.32286623,NA
121,1,ana,bare,class,1,NA,100.094512,12.59530585,NA
121,1,man,bare,class,NA,NA,NA,0,NA
121,255,vhu,bare,class,1,NA,100.1509039,32.45232481,NA
122,1,ana,bare,class,1,NA,99.99401546,4.405444307,NA
122,1,man,bare,class,NA,NA,NA,0,NA
122,255,vhu,bare,class,1,NA,100.0311061,5.654958027,NA
123,1,ana,bare,class,NA,NA,NA,0,NA
123,1,man,bare,class,NA,NA,NA,0,NA
123,255,vhu,bare,class,1,NA,100.1509039,7.870985096,NA
124,1,ana,bare,class,NA,NA,NA,0,NA
124,1,man,bare,class,NA,NA,NA,0,NA
124,255,vhu,bare,class,1,NA,100.1509039,4.07227971,NA
125,1,ana,bare,class,NA,NA,NA,0,NA
125,1,man,bare,class,NA,NA,NA,0,NA
125,255,vhu,bare,class,1,NA,100.1509039,3.370029303,NA
126,1,ana,bare,class,NA,NA,NA,0,NA
126,1,man,bare,class,NA,NA,NA,0,NA
126,255,vhu,bare,class,1,NA,100.0311061,18.83004326,NA
127,1,ana,bare,class,1,NA,100.094512,12.23436459,NA
127,1,man,bare,class,NA,NA,NA,0,NA
127,255,vhu,bare,class,1,NA,100.1509039,47.73013438,NA
128,1,ana,bare,class,1,NA,100.094512,4.700409679,NA
128,1,man,bare,class,NA,NA,NA,0,NA
128,255,vhu,bare,class,1,NA,100.1509039,50.07082599,NA
129,1,ana,bare,class,1,NA,99.99401546,30.76912199,NA
129,1,man,bare,class,NA,NA,NA,0,NA
129,255,vhu,bare,class,1,NA,100.0311061,16.07540899,NA
130,1,ana,bare,class,1,NA,100.094512,12.7638191,NA
130,1,man,bare,class,NA,NA,NA,0,NA
130,255,vhu,bare,class,1,NA,100.1509039,22.16824821,NA
131,1,ana,bare,class,NA,NA,NA,0,NA
131,1,man,bare,class,NA,NA,NA,0,NA
131,255,vhu,bare,class,1,NA,100.0311061,48.65985732,NA
132,1,ana,bare,class,NA,NA,NA,0,NA
