plot_id,class,Site,cover,level,layer,id,percentage_inside,clumpy,pd,pland,NA
121,1,ana,coral,class,1,NA,100.094512,0.993123052,1.998111546,1.829630078,NA
121,0,man,coral,class,1,NA,99.94930406,0.98431664,15.00760825,14.92304035,NA
121,0,vhu,coral,class,1,NA,100.1509039,0.985166316,22.96534441,39.90794052,NA
122,1,ana,coral,class,1,NA,99.99401546,0.995450683,2.000119698,2.921845408,NA
122,0,man,coral,class,1,NA,99.94930406,0.986956403,6.003043299,5.40302292,NA
122,0,vhu,coral,class,1,NA,100.0311061,0.985271689,21.99315878,41.03343552,NA
123,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
123,0,man,coral,class,1,NA,99.80872838,0.991956928,3.005749145,4.89367189,NA
123,0,vhu,coral,class,1,NA,100.1509039,0.988004261,18.97137147,29.06026075,NA
124,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
124,0,man,coral,class,1,NA,99.94930406,0.995089544,3.00152165,4.41908837,NA
124,0,vhu,coral,class,1,NA,100.1509039,0.988682747,16.974385,34.67525927,NA
125,1,ana,coral,class,1,NA,99.99401546,0.9619812,1.000059849,0.018686397,NA
125,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
125,0,vhu,coral,class,1,NA,100.0311061,0.989151689,12.99595746,20.80609117,NA
126,1,ana,coral,class,1,NA,99.99401546,0.995417282,2.000119698,1.832276963,NA
126,0,man,coral,class,1,NA,99.94930406,0.994320477,3.00152165,1.722034033,NA
126,0,vhu,coral,class,1,NA,100.0311061,0.988352763,14.99533553,27.34191903,NA
127,1,ana,coral,class,1,NA,100.094512,0.994717757,1.998111546,1.793303869,NA
127,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
127,0,vhu,coral,class,1,NA,100.1509039,0.987937849,17.97287823,32.99890112,NA
128,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
128,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
128,0,vhu,coral,class,1,NA,100.1509039,0.988107892,13.97890529,24.36642934,NA
129,1,ana,coral,class,1,NA,99.99401546,0.997756193,1.000059849,1.218757102,NA
129,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
129,0,vhu,coral,class,1,NA,100.0311061,0.990489738,10.99657939,30.33865284,NA
130,1,ana,coral,class,1,NA,100.094512,0.985655815,0.999055773,0.101814292,NA
130,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
130,0,vhu,coral,class,1,NA,100.1509039,0.990059509,13.97890529,25.56775257,NA
131,1,ana,coral,class,1,NA,99.99391446,0.995978493,1.000060859,1.038156651,NA
131,0,man,coral,class,1,NA,100.0900777,0.98231296,23.9784008,26.48198591,NA
131,0,vhu,coral,class,1,NA,100.0311061,0.989869463,15.99502457,29.58642524,NA
132,1,ana,coral,class,1,NA,99.89351896,0.992133269,1.001065945,0.426074032,NA
132,0,man,coral,class,1,NA,100.0900777,0.983233925,19.98200067,24.04529189,NA
132,0,vhu,coral,class,1,NA,99.91145171,0.986229798,20.01772535,32.43242856,NA
133,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
133,0,man,coral,class,1,NA,99.94930406,0.984984373,13.00659382,9.783086706,NA
133,0,vhu,coral,class,1,NA,100.0311061,0.986064295,20.99346974,27.6817179,NA
134,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
134,0,man,coral,class,1,NA,100.0900777,0.98657732,8.991900301,9.196452769,NA
134,0,vhu,coral,class,1,NA,100.0311061,0.990631281,9.996890353,24.9449904,NA
135,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
135,0,man,coral,class,1,NA,100.0900777,0.988990492,1.998200067,0.874147662,NA
135,0,vhu,coral,class,1,NA,99.91145171,0.985119484,21.01861162,39.96156191,NA
136,1,ana,coral,class,1,NA,99.89351896,0.991987369,2.002131891,0.797650223,NA
136,0,man,coral,class,1,NA,100.0900777,0.98999275,4.995500167,8.427147438,NA
136,0,vhu,coral,class,1,NA,99.91145171,0.987354232,19.01683909,32.76431568,NA
137,1,ana,coral,class,1,NA,99.99391446,0.992333369,2.000121718,0.812707571,NA
137,0,man,coral,class,1,NA,100.0900777,0.998182288,0.999100033,2.304948756,NA
137,0,vhu,coral,class,1,NA,100.0311061,0.990066258,7.997512283,12.47356961,NA
138,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
138,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
138,0,vhu,coral,class,1,NA,100.0311061,0.988877802,11.99626842,18.09629545,NA
139,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
139,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
139,0,vhu,coral,class,1,NA,99.91145171,0.987873648,15.01329402,26.8692316,NA
140,1,ana,coral,class,1,NA,99.99391446,0.994836907,1.000060859,0.56837006,NA
140,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
140,0,vhu,coral,class,1,NA,100.0311061,0.986021526,20.99346974,36.12082056,NA
141,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
141,0,man,coral,class,1,NA,99.94930406,0.993542671,2.001014433,2.459539233,NA
141,0,vhu,coral,class,1,NA,100.0311061,0.989895538,14.99533553,37.2788872,NA
142,1,ana,coral,class,1,NA,99.89351896,0.992279275,1.001065945,0.27451139,NA
142,0,man,coral,class,1,NA,99.94930406,0.984960293,16.00811547,14.3376716,NA
142,0,vhu,coral,class,1,NA,99.91145171,0.986730803,21.01861162,35.05482448,NA
143,1,ana,coral,class,1,NA,99.99391446,0.995851659,2.000121718,2.526504408,NA
143,0,man,coral,class,1,NA,99.80872838,0.98384862,11.0210802,9.60960127,NA
143,0,vhu,coral,class,1,NA,100.0311061,0.986499457,20.99346974,36.60000573,NA
144,1,ana,coral,class,1,NA,99.99391446,0.996049831,2.000121718,0.456352573,NA
144,0,man,coral,class,1,NA,99.94930406,0.990647503,3.00152165,5.5260395,NA
144,0,vhu,coral,class,1,NA,100.0311061,0.988225608,14.99533553,37.22975102,NA
145,1,ana,coral,class,1,NA,99.89351896,0.992445807,3.003197836,2.755730362,NA
145,0,man,coral,class,1,NA,99.94930406,0.993614383,2.001014433,3.015193835,NA
145,0,vhu,coral,class,1,NA,99.91145171,0.983889912,22.01949789,44.1382624,NA
146,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
146,0,man,coral,class,1,NA,99.94930406,0.985944876,8.004057733,8.259741289,NA
146,0,vhu,coral,class,1,NA,99.91145171,0.991191169,7.006203874,9.339022554,NA
147,1,ana,coral,class,1,NA,99.99391446,0.997758309,1.000060859,0.711901934,NA
147,0,man,coral,class,1,NA,99.94930406,0.992150367,3.00152165,2.909213367,NA
147,0,vhu,coral,class,1,NA,100.0311061,0.989889933,12.99595746,35.58676905,NA
148,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
148,0,man,coral,class,1,NA,99.80872838,0.992497214,3.005749145,4.559611188,NA
148,0,vhu,coral,class,1,NA,100.0311061,0.986644535,18.99409167,27.45208148,NA
149,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
149,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
149,0,vhu,coral,class,1,NA,99.91145171,0.990587886,11.00974894,15.90275736,NA
150,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
150,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
150,0,vhu,coral,class,1,NA,100.0311061,0.982341498,25.99191492,47.17760651,NA
151,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
151,0,man,coral,class,1,NA,100.0900777,0.992814959,2.9973001,4.787536027,NA
151,0,vhu,coral,class,1,NA,100.0311061,0.989047139,14.99533553,24.51666046,NA
152,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
152,0,man,coral,class,1,NA,100.0900777,0.993748554,1.998200067,1.216764487,NA
152,0,vhu,coral,class,1,NA,99.91145171,0.99051789,10.00886268,19.61260712,NA
153,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
153,0,man,coral,class,1,NA,99.94930406,0.987058286,4.002028866,4.333313524,NA
153,0,vhu,coral,class,1,NA,100.0311061,0.988257422,17.99440264,28.03383663,NA
154,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
154,0,man,coral,class,1,NA,100.0900777,0.992210161,1.998200067,2.015544359,NA
154,0,vhu,coral,class,1,NA,100.0311061,0.98846185,15.99502457,24.37254677,NA
155,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
155,0,man,coral,class,1,NA,100.0900777,0.993227515,2.9973001,3.476017811,NA
155,0,vhu,coral,class,1,NA,99.91145171,0.987016448,21.01861162,28.99336656,NA
156,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
156,0,man,coral,class,1,NA,100.0900777,0.991801311,2.9973001,2.394954908,NA
156,0,vhu,coral,class,1,NA,99.91145171,0.98896052,16.01418028,31.48954785,NA
157,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
157,0,man,coral,class,1,NA,100.0900777,0.988277275,4.995500167,5.735271136,NA
157,0,vhu,coral,class,1,NA,100.0311061,0.988570153,13.99564649,24.52969659,NA
158,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
158,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
158,0,vhu,coral,class,1,NA,100.0311061,0.989583819,12.99595746,22.39506633,NA
159,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
159,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
159,0,vhu,coral,class,1,NA,99.91145171,0.987095198,16.01418028,31.90089283,NA
160,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
160,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
160,0,vhu,coral,class,1,NA,100.0311061,0.987348307,15.99502457,26.23198579,NA
161,1,ana,coral,class,1,NA,99.99391446,0.996427175,2.000121718,3.841826057,NA
161,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
161,0,vhu,coral,class,1,NA,100.0311061,0.986400532,16.9947136,41.11050626,NA
162,1,ana,coral,class,1,NA,99.89351896,0.99482893,2.002131891,1.480945977,NA
162,0,man,coral,class,1,NA,100.0900777,0.993304626,1.998200067,3.421816304,NA
162,0,vhu,coral,class,1,NA,99.91145171,0.987300984,10.00886268,11.12080032,NA
163,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
163,0,man,coral,class,1,NA,99.94930406,0.987598816,4.002028866,3.176244528,NA
163,0,vhu,coral,class,1,NA,100.0311061,0.990139267,9.996890353,15.84305074,NA
164,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
164,0,man,coral,class,1,NA,100.0900777,0.986136078,6.993700234,5.226291292,NA
164,0,vhu,coral,class,1,NA,100.0311061,0.989126845,14.99533553,23.63364181,NA
165,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
165,0,man,coral,class,1,NA,100.0900777,0.988917945,3.996400134,3.273454515,NA
165,0,vhu,coral,class,1,NA,99.91145171,0.984983707,26.02304296,29.94427911,NA
166,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
166,0,man,coral,class,1,NA,100.0900777,0.991179307,5.994600201,9.538476146,NA
166,0,vhu,coral,class,1,NA,99.91145171,0.983239561,25.02215669,41.05948582,NA
167,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
167,0,man,coral,class,1,NA,100.0900777,0.985460535,12.98830043,19.9592104,NA
167,0,vhu,coral,class,1,NA,100.0311061,0.986035787,19.99378071,35.82084635,NA
168,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
168,0,man,coral,class,1,NA,99.94930406,0.970118015,3.00152165,0.668964561,NA
168,0,vhu,coral,class,1,NA,100.0311061,0.985695759,18.99409167,31.74626823,NA
169,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
169,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
169,0,vhu,coral,class,1,NA,99.91145171,0.987853584,19.01683909,29.88059809,NA
170,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
170,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
170,0,vhu,coral,class,1,NA,100.0311061,0.990480543,9.996890353,16.4250924,NA
171,1,ana,coral,class,1,NA,99.99391446,0.997906917,1.000060859,1.48178226,NA
171,0,man,coral,class,1,NA,99.94930406,0.986974373,9.004564949,7.386739565,NA
171,0,vhu,coral,class,1,NA,100.0311061,0.990198249,4.998445177,5.577314271,NA
172,1,ana,coral,class,1,NA,99.89351896,0.99024678,2.002131891,1.090057936,NA
172,0,man,coral,class,1,NA,99.94930406,0.990959574,5.002536083,8.799350251,NA
172,0,vhu,coral,class,1,NA,99.91145171,0.989953372,15.01329402,20.68026821,NA
173,1,ana,coral,class,1,NA,99.99391446,0.66666229,1.000060859,0.001313099,NA
173,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
173,0,vhu,coral,class,1,NA,100.0311061,0.989526179,13.99564649,18.6677363,NA
174,1,ana,coral,class,1,NA,99.99391446,0.997249089,1.000060859,1.674807883,NA
174,0,man,coral,class,1,NA,99.94930406,0.988028084,4.002028866,3.847982409,NA
174,0,vhu,coral,class,1,NA,100.0311061,0.989085045,13.99564649,22.17330888,NA
175,1,ana,coral,class,1,NA,99.89351896,0.995518788,1.001065945,0.425770705,NA
175,0,man,coral,class,1,NA,99.94930406,0.991061824,2.001014433,1.147362374,NA
175,0,vhu,coral,class,1,NA,99.91145171,0.987955124,20.01772535,31.6387106,NA
176,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
176,0,man,coral,class,1,NA,99.94930406,0.985093825,15.00760825,17.10861512,NA
176,0,vhu,coral,class,1,NA,99.91145171,0.986468235,21.01861162,35.42672738,NA
177,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
177,0,man,coral,class,1,NA,99.94930406,0.991644666,4.002028866,8.558467542,NA
177,0,vhu,coral,class,1,NA,100.0311061,0.985711713,22.99284781,34.68555712,NA
178,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
178,0,man,coral,class,1,NA,99.80872838,0.998160606,1.001916382,3.027375521,NA
178,0,vhu,coral,class,1,NA,100.0311061,0.989102649,15.99502457,27.13233819,NA
179,1,ana,coral,class,1,NA,99.89351896,0.998499342,1.001065945,1.308655956,NA
179,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
179,0,vhu,coral,class,1,NA,99.91145171,0.990517272,9.007976409,11.64745957,NA
180,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
180,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
180,0,vhu,coral,class,1,NA,100.0311061,0.989424378,12.99595746,27.14121995,NA
181,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
181,0,man,coral,class,1,NA,100.0900777,0.985487292,7.992800267,6.250778899,NA
181,0,vhu,coral,class,1,NA,100.0311061,0.990360753,8.997201318,16.17239206,NA
182,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
182,0,man,coral,class,1,NA,100.0900777,0.986158046,8.991900301,9.150559522,NA
182,0,vhu,coral,class,1,NA,99.91145171,0.985455973,20.01772535,35.20570834,NA
183,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
183,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
183,0,vhu,coral,class,1,NA,100.0311061,0.988768491,16.9947136,26.32323869,NA
184,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
184,0,man,coral,class,1,NA,100.0900777,0.987503331,1.998200067,1.577778173,NA
184,0,vhu,coral,class,1,NA,100.0311061,0.988249739,15.99502457,26.29573389,NA
185,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
185,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
185,0,vhu,coral,class,1,NA,99.91145171,0.987060035,20.01772535,37.19746136,NA
186,1,ana,coral,class,1,NA,99.99401546,0.995219799,2.000119698,2.900532815,NA
186,0,man,coral,class,1,NA,100.0900777,0.990805574,3.996400134,5.32757294,NA
186,0,vhu,coral,class,1,NA,99.91145171,0.985587541,25.02215669,38.50708165,NA
187,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
187,0,man,coral,class,1,NA,100.0900777,0.988837454,4.995500167,7.229966708,NA
187,0,vhu,coral,class,1,NA,100.0311061,0.98638594,19.99378071,33.41260064,NA
188,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
188,0,man,coral,class,1,NA,99.94930406,0.994531502,2.001014433,0.519997623,NA
188,0,vhu,coral,class,1,NA,100.0311061,0.986917319,11.99626842,10.31917027,NA
189,1,ana,coral,class,1,NA,99.99401546,0.994776074,2.000119698,3.328602813,NA
189,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
189,0,vhu,coral,class,1,NA,99.91145171,0.987374571,17.01506655,21.06751766,NA
190,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
190,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
190,0,vhu,coral,class,1,NA,100.0311061,0.989379982,13.99564649,30.13838352,NA
191,1,ana,coral,class,1,NA,99.99391446,0.994927141,1.000060859,0.173733162,NA
191,0,man,coral,class,1,NA,99.94930406,0.989189002,5.002536083,5.573384045,NA
191,0,vhu,coral,class,1,NA,100.0311061,0.989664707,11.99626842,22.47786723,NA
192,1,ana,coral,class,1,NA,99.89351896,0.995697557,3.003197836,4.863755397,NA
192,0,man,coral,class,1,NA,99.94930406,0.988228687,7.003550516,11.35219191,NA
192,0,vhu,coral,class,1,NA,99.91145171,0.987405572,18.01595282,32.47344831,NA
193,1,ana,coral,class,1,NA,99.99391446,0.996529862,1.000060859,0.845939088,NA
193,0,man,coral,class,1,NA,99.80872838,0.997892444,1.001916382,1.157905178,NA
193,0,vhu,coral,class,1,NA,100.0311061,0.988007777,15.99502457,26.86588545,NA
194,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
194,0,man,coral,class,1,NA,99.94930406,0.997040414,1.000507217,0.548919395,NA
194,0,vhu,coral,class,1,NA,100.0311061,0.987114745,18.99409167,20.21788958,NA
195,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
195,0,man,coral,class,1,NA,99.94930406,0.987075315,3.00152165,3.166934094,NA
195,0,vhu,coral,class,1,NA,99.91145171,0.986846623,20.01772535,27.70052709,NA
196,1,ana,coral,class,1,NA,99.89351896,0.99572058,1.001065945,0.553977129,NA
196,0,man,coral,class,1,NA,99.94930406,0.989033443,4.002028866,5.044274083,NA
196,0,vhu,coral,class,1,NA,99.91145171,0.985246339,23.02038416,35.07103159,NA
197,1,ana,coral,class,1,NA,99.99391446,0.997319129,2.000121718,0.980279266,NA
197,0,man,coral,class,1,NA,99.94930406,0.996544553,1.000507217,2.12931598,NA
197,0,vhu,coral,class,1,NA,100.0311061,0.984936978,26.99160395,31.58997794,NA
198,1,ana,coral,class,1,NA,99.99391446,0.998101932,2.000121718,3.636376492,NA
198,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
198,0,vhu,coral,class,1,NA,100.0311061,0.985781457,23.99253685,30.54207375,NA
199,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
199,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
199,0,vhu,coral,class,1,NA,99.91145171,0.984006238,23.02038416,37.50138047,NA
200,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
200,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
200,0,vhu,coral,class,1,NA,100.0311061,0.986836236,18.99409167,25.3546973,NA
201,1,ana,coral,class,1,NA,100.094512,0.996400651,0.999055773,0.571532361,NA
201,0,man,coral,class,1,NA,100.0900777,0.988345753,7.992800267,12.24439736,NA
201,0,vhu,coral,class,1,NA,100.0311061,0.988982471,13.99564649,29.8846804,NA
202,1,ana,coral,class,1,NA,99.99401546,0.998969065,1.000059849,1.049973486,NA
202,0,man,coral,class,1,NA,100.0900777,0.983720872,8.991900301,6.952035623,NA
202,0,vhu,coral,class,1,NA,99.91145171,0.988817453,15.01329402,23.01538241,NA
203,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
203,0,man,coral,class,1,NA,99.94930406,0.997623411,1.000507217,0.172936352,NA
203,0,vhu,coral,class,1,NA,100.0311061,0.986691158,18.99409167,25.39581125,NA
204,1,ana,coral,class,1,NA,100.094512,0.997020034,0.999055773,0.655788985,NA
204,0,man,coral,class,1,NA,100.0900777,0.988038515,4.995500167,7.240648756,NA
204,0,vhu,coral,class,1,NA,100.0311061,0.988191992,17.99440264,24.06326104,NA
205,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
205,0,man,coral,class,1,NA,100.0900777,0.997597494,0.999100033,1.522389772,NA
205,0,vhu,coral,class,1,NA,99.91145171,0.985844271,22.01949789,40.29560042,NA
206,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
206,0,man,coral,class,1,NA,100.0900777,0.989345259,5.994600201,9.203376319,NA
206,0,vhu,coral,class,1,NA,99.91145171,0.98525358,26.02304296,35.37925347,NA
207,1,ana,coral,class,1,NA,100.094512,0.997998544,1.998111546,1.83689532,NA
207,0,man,coral,class,1,NA,100.0900777,0.99473598,0.999100033,0.731324713,NA
207,0,vhu,coral,class,1,NA,100.0311061,0.984338535,23.99253685,40.84090193,NA
208,1,ana,coral,class,1,NA,100.094512,0.992551275,2.997167319,3.33262699,NA
208,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
208,0,vhu,coral,class,1,NA,100.0311061,0.986475628,19.99378071,34.09391743,NA
209,1,ana,coral,class,1,NA,99.99401546,0.995296799,1.000059849,0.405343299,NA
209,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
209,0,vhu,coral,class,1,NA,99.91145171,0.988849072,16.01418028,27.21474416,NA
210,1,ana,coral,class,1,NA,100.094512,0.994291058,0.999055773,0.244192852,NA
210,0,man,coral,class,1,NA,100.0900777,0.997623638,0.999100033,5.260315595,NA
210,0,vhu,coral,class,1,NA,100.0311061,0.985828169,20.99346974,40.29338452,NA
211,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
211,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
211,0,vhu,coral,class,1,NA,100.0311061,0.990525466,12.99595746,30.52259118,NA
212,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
212,0,man,coral,class,1,NA,99.94930406,0.987761625,8.004057733,8.584615994,NA
212,0,vhu,coral,class,1,NA,99.91145171,0.988175658,16.01418028,30.36738499,NA
213,1,ana,coral,class,1,NA,99.99391446,0.997401376,1.000060859,0.713215033,NA
213,0,man,coral,class,1,NA,99.80872838,0.988429376,3.005749145,3.712953779,NA
213,0,vhu,coral,class,1,NA,100.0311061,0.987450208,18.99409167,32.39277426,NA
214,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
214,0,man,coral,class,1,NA,99.94930406,0.987448577,6.003043299,4.981280086,NA
214,0,vhu,coral,class,1,NA,100.0311061,0.988381449,15.99502457,22.41741398,NA
215,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
215,0,man,coral,class,1,NA,99.94930406,0.998294348,1.000507217,0.535845169,NA
215,0,vhu,coral,class,1,NA,99.91145171,0.988404469,15.01329402,17.69328409,NA
216,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
216,0,man,coral,class,1,NA,99.94930406,0.994815176,1.000507217,0.860917969,NA
216,0,vhu,coral,class,1,NA,99.91145171,0.988137616,15.01329402,26.17634193,NA
217,1,ana,coral,class,1,NA,99.99391446,0.99849231,2.000121718,1.856823673,NA
217,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
217,0,vhu,coral,class,1,NA,100.0311061,0.98585912,19.99378071,31.12296937,NA
218,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
218,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
218,0,vhu,coral,class,1,NA,100.0311061,0.986948149,17.99440264,25.03925164,NA
219,1,ana,coral,class,1,NA,99.89351896,0.996796743,1.001065945,0.852956938,NA
219,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
219,0,vhu,coral,class,1,NA,99.91145171,0.98999828,12.01063521,17.16146151,NA
220,1,ana,coral,class,1,NA,99.99391446,1,1.000060859,4.04E-04,NA
220,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
220,0,vhu,coral,class,1,NA,100.0311061,0.988108533,14.99533553,23.59983383,NA
221,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
221,0,man,coral,class,1,NA,100.0900777,0.994616226,1.998200067,4.553322216,NA
221,0,vhu,coral,class,1,NA,100.0311061,0.990384012,8.997201318,14.00825144,NA
222,1,ana,coral,class,1,NA,99.89351896,0.997443908,1.001065945,0.484009585,NA
222,0,man,coral,class,1,NA,100.0900777,0.991357077,2.9973001,3.711418517,NA
222,0,vhu,coral,class,1,NA,99.91145171,0.987039407,19.01683909,29.06694396,NA
223,1,ana,coral,class,1,NA,99.99391446,0.992154594,4.000243437,3.107096394,NA
223,0,man,coral,class,1,NA,99.94930406,0.990763944,4.002028866,4.950575464,NA
223,0,vhu,coral,class,1,NA,100.0311061,0.985943044,20.99346974,32.46755293,NA
224,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
224,0,man,coral,class,1,NA,100.0900777,0.989904624,2.9973001,2.266770322,NA
224,0,vhu,coral,class,1,NA,100.0311061,0.987500627,18.99409167,30.92986276,NA
225,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
225,0,man,coral,class,1,NA,100.0900777,0.996870327,0.999100033,0.518474999,NA
225,0,vhu,coral,class,1,NA,99.91145171,0.989007038,16.01418028,25.00885654,NA
226,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
226,0,man,coral,class,1,NA,100.0900777,0.995627985,0.999100033,1.910702028,NA
226,0,vhu,coral,class,1,NA,99.91145171,0.98936412,12.01063521,16.92538277,NA
227,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
227,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
227,0,vhu,coral,class,1,NA,100.0311061,0.98881468,14.99533553,28.70928,NA
228,1,ana,coral,class,1,NA,99.99391446,0.995402405,2.000121718,0.750284842,NA
228,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
228,0,vhu,coral,class,1,NA,100.0311061,0.9901218,13.99564649,25.53319199,NA
229,1,ana,coral,class,1,NA,99.89351896,0.995201608,2.002131891,1.390149945,NA
229,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
229,0,vhu,coral,class,1,NA,99.91145171,0.985946322,23.02038416,33.55086235,NA
230,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
230,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
230,0,vhu,coral,class,1,NA,100.0311061,0.98726118,17.99440264,28.09830101,NA
231,1,ana,coral,class,1,NA,100.094512,0.995645166,1.998111546,4.255918145,NA
231,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
231,0,vhu,coral,class,1,NA,100.0311061,0.985824497,21.99315878,30.94519096,NA
232,1,ana,coral,class,1,NA,99.99401546,0.998408903,1.000059849,0.776647054,NA
232,0,man,coral,class,1,NA,99.94930406,0.993375561,2.001014433,2.649313603,NA
232,0,vhu,coral,class,1,NA,99.91145171,0.986596402,23.02038416,28.90028327,NA
233,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
233,0,man,coral,class,1,NA,99.80872838,0.996678634,1.001916382,2.219996033,NA
233,0,vhu,coral,class,1,NA,100.0311061,0.985362752,20.99346974,29.40864682,NA
234,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
234,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
234,0,vhu,coral,class,1,NA,100.0311061,0.984651203,22.99284781,41.59098072,NA
235,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
235,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
235,0,vhu,coral,class,1,NA,99.91145171,0.985810485,23.02038416,35.42142063,NA
236,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
