x,y
41.54076729,17349.46255
3575.79422,17311.99076
3133.978049,17305.17495
6591.747739,17356.11084
5680.814706,17303.34025
4085.853316,17328.14039
7930.92741,17327.75991
5073.252945,17299.12437
4313.928823,17304.83605
722.6950865,17340.76016
6299.737932,17301.51198
3787.73894,17287.95993
5315.990504,17282.57812
2400.881399,17239.82647
6006.498455,17282.48724
7628.004011,17258.7927
2168.340717,17232.77246
8113.648915,17202.74941
3093.797449,17213.33607
5223.387357,17212.11662
630.7649092,17219.40947
4255.347119,17192.60319
7083.398109,17190.37523
6397.86908,17217.44935
7478.292668,17206.21648
3430.938388,17211.02985
825.3278913,17193.59697
5703.655959,17174.12348
7873.599708,17151.08927
4134.300684,17141.03163
5386.182674,17161.00867
1074.908191,17166.07167
4874.071205,17138.12878
4620.783534,17138.68556
7205.314089,17106.92136
7714.410829,17133.56853
5907.971652,17102.26949
3987.213314,17114.02622
3761.951472,17123.62354
749.733794,17091.48352
6680.260462,17100.17756
7207.563743,17050.50843
6942.269936,17084.48955
4698.968814,17057.18669
1920.696869,17081.76969
2289.427916,17055.21912
1669.530484,17051.32531
4184.533992,17050.94217
5549.385683,17070.37814
6103.964382,17043.28016
6442.255939,17020.63765
7899.98962,17028.7595
5232.05545,17041.02588
3655.59672,17024.43058
2621.315536,17009.03429
1195.375477,17007.14063
176.2228754,17014.65738
4667.054895,16983.60005
5555.92296,16956.2163
4534.233283,16975.37316
5044.225568,16963.91489
3936.580642,16933.55929
3119.757531,16957.89306
848.1672524,16983.72793
2791.977608,16944.38577
6041.85521,16944.1967
7219.698466,16906.70996
8018.115774,16957.65486
8230.787193,16927.70556
5662.246112,16917.66115
7755.548751,16947.13198
3869.851393,16898.22012
4642.429228,16867.31142
3278.391838,16927.64764
5945.882015,16876.12313
7695.112934,16855.96236
7386.660136,16876.10268
6915.639217,16915.93117
2042.985899,16885.32258
6265.01705,16887.05222
436.9003323,16872.9101
3138.132653,16839.14632
4299.054207,16857.90549
1102.961071,16832.07208
4727.167373,16807.83724
5724.392594,16822.3539
1862.262711,16835.34341
6048.641702,16793.439
1536.352434,16814.66803
1988.042809,16792.95293
6222.372018,16763.8384
2998.817569,16780.19697
4116.261915,16765.76866
3423.279257,16778.3527
5318.38547,16758.68991
3768.088251,16781.90186
5864.28392,16733.77481
5750.933397,16723.09744
779.6268302,16754.10398
2528.904941,16734.66909
2346.882686,16738.56225
7128.791156,16726.78952
4992.033623,16732.70986
5993.662575,16702.97944
7693.35423,16741.53934
7308.603776,16724.49094
4764.405673,16705.07683
3183.331793,16686.25168
7516.338148,16711.63198
5168.676311,16703.43546
2461.988713,16685.25327
207.50488,16709.4988
2910.10323,16652.83212
3966.957314,16673.7572
5341.383336,16646.85942
3730.041091,16654.42658
7899.911026,16675.47091
1114.922326,16621.44661
4634.280364,16651.20215
3866.948892,16606.72248
5894.084991,16597.65072
6690.192748,16614.66336
5624.689853,16609.93851
1945.899568,16635.85339
7225.977176,16617.81551
6202.700979,16578.65682
6973.435911,16571.98072
2685.366917,16568.64119
1278.268191,16594.60135
6939.137352,16608.61422
2282.412964,16588.4846
8152.597747,16585.36622
3232.297291,16560.10357
4449.810301,16557.25855
3061.571191,16570.09193
7968.546027,16540.65578
982.4514842,16611.47666
4327.252613,16553.22978
4963.260165,16546.91942
1113.113409,16517.35065
6409.549487,16534.67245
5468.076598,16514.48429
7673.437633,16548.83887
3442.78337,16532.53903
1648.630795,16523.3088
6524.770379,16493.00377
1883.940865,16502.74385
4178.053068,16506.15204
236.0416282,16506.27605
5928.645434,16465.36464
7576.822237,16499.81078
7388.126985,16482.29973
3779.176134,16469.73351
571.4956906,16482.59721
5298.092872,16476.73492
5782.2864,16413.49107
3961.500467,16455.52616
4889.174402,16401.86169
2462.350909,16431.55525
5650.813209,16415.56247
2745.710663,16418.76355
8041.741909,16374.65626
6954.887963,16419.86078
3011.955636,16432.83264
5056.151881,16395.00057
8135.512002,16378.80377
7580.576606,16358.38897
6042.845469,16384.11875
2547.340542,16346.20763
1099.005249,16368.35549
7476.236795,16340.41
4233.97979,16315.1482
4379.750181,16313.28534
4688.750857,16307.20209
1496.232125,16290.37197
1269.650506,16305.34944
5275.595711,16276.34711
370.4640183,16334.06462
6189.427539,16300.74762
531.2570345,16311.44893
1633.970378,16312.10722
4838.457544,16298.14231
5781.639864,16264.69806
8009.520139,16265.29127
3922.426905,16253.69548
7287.391482,16259.22078
5439.016022,16253.94891
2465.644837,16259.50247
1291.94001,16228.3334
265.9498098,16250.80732
1893.895612,16274.68463
8233.473476,16237.06792
5621.114993,16230.85257
570.5039385,16222.56722
7009.334064,16226.98409
7458.96306,16222.74875
6765.575826,16243.22157
3347.993204,16206.50936
4568.273258,16213.1277
7961.08426,16156.84317
770.3952892,16162.42875
1425.631357,16156.24653
4347.034495,16168.74098
5001.093525,16156.93115
4874.792287,16129.01529
3943.170044,16115.96194
5972.188357,16137.43946
1164.108702,16069.158
4294.984417,16074.46273
5024.951417,16098.36383
487.5790238,16072.99704
6227.595764,16085.32085
3527.410076,16061.79656
2356.829584,16046.33996
1907.21854,16057.59589
1678.104637,16067.8032
5293.519385,16052.6281
6741.188056,16081.64645
8087.043395,16050.59048
3697.704454,16040.17135
7220.308358,16019.22342
3150.435526,16022.56348
5908.476397,16023.46113
6473.437391,16052.51584
6544.447984,15974.95908
6640.412195,15982.12043
7473.205549,15935.83012
5662.647227,15932.44456
1824.100183,15931.54095
7109.531999,15988.32256
5501.860014,15896.42034
1189.04245,15907.40676
4629.521691,15904.09933
2424.856655,15909.48505
2795.825745,15897.05931
3884.347668,15896.10973
3182.518426,15879.13511
6366.518846,15856.17706
1430.322636,15910.66222
4957.909967,15896.67339
6911.095891,15869.66527
5945.042208,15840.81351
6083.17988,15868.75506
8301.346747,15865.7872
4135.46175,15903.14653
3339.109494,15859.66537
2685.299766,15838.2615
1629.482033,15863.60955
7439.59184,15847.15895
6643.260569,15827.66486
5738.044481,15830.78306
5482.030252,15809.9704
737.8281663,15839.89899
6777.93704,15802.874
8057.438286,15820.92397
3931.559411,15785.94694
4419.845371,15802.182
1689.757049,15777.97506
3584.641704,15800.00231
2582.381225,15779.62697
7507.958284,15770.88866
7277.874264,15815.32486
7123.679573,15729.61402
2332.611114,15776.69814
3718.753041,15734.71787
4555.693017,15733.12936
3187.18617,15750.36954
5458.101563,15701.95759
4367.855683,15695.88445
588.639367,15756.00391
5835.322516,15701.57418
1657.456612,15686.38924
1498.72665,15708.22271
5021.112711,15697.38855
3831.340981,15690.13452
1311.035853,15670.48079
376.96856,15707.13795
7975.444975,15687.98752
1022.224482,15701.79314
5577.235592,15640.13301
4518.826465,15640.50921
1167.765374,15646.94966
1773.787843,15555.25489
4756.35002,15603.40906
2954.513501,15577.3626
3471.932704,15605.67038
7414.249498,15600.30309
4411.249526,15556.79751
4130.746332,15580.5638
