size,north,west,southeast
0.01652182626575097,NA,NA,NA
0.026077578698827746,NA,NA,NA
0.01619458138800899,NA,NA,NA
0.014880551801767271,NA,NA,NA
0.007881147472286026,NA,NA,NA
0.014816920853317442,NA,NA,NA
0.010884932245139882,NA,NA,NA
0.010082980291661079,NA,NA,NA
0.02622605091187735,NA,NA,NA
0.00620048242116672,NA,NA,NA
0.02229204227359027,NA,NA,NA
0.028332942316105038,NA,NA,NA
4.040060219036794e-6,NA,NA,NA
0.024342372834751443,NA,NA,NA
0.0059954493650506025,NA,NA,NA
0.014637138173570305,NA,NA,NA
0.019715493868899554,NA,NA,NA
0.006484296651554054,NA,NA,NA
0.024178750395880452,NA,NA,NA
0.005519732274259019,NA,NA,NA
0.03152559990419886,NA,NA,NA
0.019035753737046614,NA,NA,NA
0.01068595927935232,NA,NA,NA
0.015301728079601857,NA,NA,NA
0.011187936761567641,NA,NA,NA
0.0012463585775728508,NA,NA,NA
0.01684604109832867,NA,NA,NA
0.006807501469076997,NA,NA,NA
0.006025749816693378,NA,NA,NA
0.004081470836281921,NA,NA,NA
4.040060219036794e-6,NA,NA,NA
0.012600947823175761,NA,NA,NA
0.015306778154875654,NA,NA,NA
0.007830646719548065,NA,NA,NA
0.017094504801799436,NA,NA,NA
0.01916705569416531,NA,NA,NA
0.0066216586990013055,NA,NA,NA
0.00410773122770566,NA,NA,NA
0.003020955028784763,NA,NA,NA
0.010452645801702945,NA,NA,NA
0.01314332590758145,NA,NA,NA
4.040060219036794e-6,NA,NA,NA
0.0071317163016547,NA,NA,NA
0.01755305163666011,NA,NA,NA
0.013664493675837197,NA,NA,NA
0.009623423441745643,NA,NA,NA
0.004670309613206534,NA,NA,NA
0.0105849577738764,NA,NA,NA
0.004332964584916961,NA,NA,NA
0.005045025198522197,NA,NA,NA
0.0078154964937266775,NA,NA,NA
0.008513416896565283,NA,NA,NA
0.013538241793992297,NA,NA,NA
0.0067570007163390376,NA,NA,NA
0.018131790263037132,NA,NA,NA
0.008458876083608288,NA,NA,NA
0.0091466963358993,NA,NA,NA
0.003123976564370201,NA,NA,NA
0.016760189818674137,NA,NA,NA
0.011256617785291268,NA,NA,NA
0.008175061853220953,NA,NA,NA
0.019433699668621737,NA,NA,NA
0.006564087840880031,NA,NA,NA
4.040060219036794e-6,NA,NA,NA
4.040060219036794e-6,NA,NA,NA
4.040060219036794e-6,NA,NA,NA
0.012800930804018082,NA,NA,NA
0.01271507952436355,NA,NA,NA
0.015065384556788203,NA,NA,NA
0.004959173918867665,NA,NA,NA
0.004559207957183022,NA,NA,NA
0.009608273215924255,NA,NA,NA
4.040060219036794e-6,NA,NA,NA
0.012816081029839471,NA,NA,NA
0.008437665767458344,NA,NA,NA
0.012327233743336018,NA,NA,NA
0.010381944747869801,NA,NA,NA
0.01013348104439904,NA,NA,NA
0.004253173395590985,NA,NA,NA
0.006243913068521366,NA,NA,NA
0.012846381481482245,NA,NA,NA
0.00916184656172069,NA,NA,NA
0.01684907114349295,NA,NA,NA
0.020382103805040627,NA,NA,NA
0.006611558548453714,NA,NA,NA
0.011457610781188348,NA,NA,NA
0.009589082929883832,NA,NA,NA
0.00762460364837719,NA,NA,NA
0.013005963860134199,NA,NA,NA
4.040060219036794e-6,NA,NA,NA
0.014155360992450166,NA,NA,NA
0.012854461601920318,NA,NA,NA
0.00815284152201625,NA,NA,NA
0.013111005425829155,NA,NA,NA
4.040060219036794e-6,NA,NA,NA
0.008448775933060695,NA,NA,NA
0.011696984349166278,NA,NA,NA
0.010411235184457818,NA,NA,NA
0.01838328401167217,NA,NA,NA
0.01197271845911554,NA,NA,NA
0.019728624064611424,NA,NA,NA
4.040060219036794e-6,NA,NA,NA
0.018566096736583586,NA,NA,NA
0.006332794393340175,NA,NA,NA
0.009798156046218984,NA,NA,NA
0.011827276291230215,NA,NA,NA
0.009166896636994486,NA,NA,NA
4.040060219036794e-6,NA,NA,NA
0.0293116469041667,NA,NA,NA
0.04455580412564729,NA,NA,NA
0.01599257837705715,NA,NA,NA
0.004842012172515597,NA,NA,NA
0.007185247099556938,NA,NA,NA
0.00933758918124879,NA,NA,NA
0.012116140596891345,NA,NA,NA
0.007752875560331608,NA,NA,NA
0.013636213254303938,NA,NA,NA
0.012794870713689527,NA,NA,NA
0.008520487001948598,NA,NA,NA
0.01218684165072449,NA,NA,NA
0.004053190414748663,NA,NA,NA
0.0204891654008451,NA,NA,NA
0.017954027613399513,NA,NA,NA
0.012963543227834313,NA,NA,NA
0.013072624853748306,NA,NA,NA
0.010009249192663657,NA,NA,NA
0.016113780183628253,NA,NA,NA
0.006702459903382041,NA,NA,NA
0.00757309288058447,NA,NA,NA
0.00244423643251726,NA,NA,NA
0.02565842245110268,NA,NA,NA
0.005130876478176729,NA,NA,NA
4.040060219036794e-6,NA,NA,NA
0.017561131757098183,NA,NA,NA
0.0036299941068045592,NA,NA,NA
0.0034279910958527194,NA,NA,NA
0.017938247949701815,NA,NA,NA
0.02124078631395155,NA,NA,NA
1.8809421139312057e-4,NA,NA,NA
0.006070493180329555,NA,NA,NA
0.0031362234825968735,NA,NA,NA
0.01851441021828495,NA,NA,NA
0.0027303359738011924,NA,NA,NA
0.008183088165134392,NA,NA,NA
0.0106580119992544,NA,NA,NA
0.017601658308261495,NA,NA,NA
0.027588470963702545,NA,NA,NA
0.025022469932486923,NA,NA,NA
0.028164633232285685,NA,NA,NA
0.020969534661732,NA,NA,NA
0.004609298148665102,NA,NA,NA
0.01682552219388146,NA,NA,NA
0.011543044762335714,NA,NA,NA
0.006573397703422739,NA,NA,NA
0.00642490227337554,NA,NA,NA
0.01927866669826121,NA,NA,NA
0.007309935036456854,NA,NA,NA
0.011053999812713601,NA,NA,NA
0.008016773283481528,NA,NA,NA
0.02432949125893332,NA,NA,NA
0.006807030513363669,NA,NA,NA
0.007593066323080182,NA,NA,NA
0.0070683824702467415,NA,NA,NA
0.018423333021189335,NA,NA,NA
0.010262024185795198,NA,NA,NA
0.011424248418297955,NA,NA,NA
0.02001124415316073,NA,NA,NA
0.01619590157048133,NA,NA,NA
0.004662756503482094,NA,NA,NA
0.008074191516433113,NA,NA,NA
0.034805348863996485,NA,NA,NA
0.010184806562170655,NA,NA,NA
0.0172512090933501,NA,NA,NA
0.026681658870880975,NA,NA,NA
0.012249883009360387,NA,NA,NA
0.021864467120149795,NA,NA,NA
0.03044750297687798,NA,NA,NA
0.014053607499667052,NA,NA,NA
0.04928266332406489,NA,NA,NA
0.0058665594563980655,NA,NA,NA
0.011244073963174018,NA,NA,NA
0.018714384064081848,NA,NA,NA
0.026166874713384015,NA,NA,NA
0.007319834731793334,NA,NA,NA
0.015427685212370479,NA,NA,NA
0.007771260839136824,NA,NA,NA
0.008850327630813146,NA,NA,NA
0.012453816733291878,NA,NA,NA
0.020098361472121757,NA,NA,NA
0.019146010780752377,NA,NA,NA
0.027036067963926963,NA,NA,NA
0.011816276353622564,NA,NA,NA
0.006965425638747349,NA,NA,NA
0.026127275932038094,NA,NA,NA
0.004918168643163279,NA,NA,NA
0.004417244059137389,NA,NA,NA
0.013392307851190185,NA,NA,NA
0.008056372064827448,NA,NA,NA
0.012321160815783046,NA,NA,NA
0.016524571455652465,NA,NA,NA
0.009885835763008959,NA,NA,NA
0.012277602156302532,NA,NA,NA
0.006460541176586868,NA,NA,NA
0.008121710054048216,NA,NA,NA
0.013762556456774537,NA,NA,NA
0.005563628779101776,NA,NA,NA
0.0014750546051355245,NA,NA,NA
0.03414206927645232,NA,NA,NA
0.004286568080695853,NA,NA,NA
0.01798576648731692,NA,NA,NA
0.010501596812938016,NA,NA,NA
0.0041915310054656445,NA,NA,NA
0.018359974971035864,NA,NA,NA
0.01510495514440123,NA,NA,NA
0.011657881228238883,NA,NA,NA
0.02130612430317232,NA,NA,NA
0.008408801218806137,NA,NA,NA
0.01243797722075351,NA,NA,NA
0.009081980501686779,NA,NA,NA
0.009606664354520221,NA,NA,NA
0.02197138382978378,NA,NA,NA
0.016926499086313555,NA,NA,NA
0.009846236981663037,NA,NA,NA
0.01527324996512139,NA,NA,NA
0.014025888352724907,NA,NA,NA
0.013224013030470022,NA,NA,NA
0.018670825404601337,NA,NA,NA
0.009567065573174301,NA,NA,NA
0.015306908929265423,NA,NA,NA
