location,depth,transect,photo,pt1,pt2,pt3,pt4,pt5,pt6,pt7,pt8,pt9,pt10,pt11,pt12,pt13,pt14,pt15,pt16,pt17,pt18,pt19,pt20,pt21,pt22,pt23,pt24,pt25,pt26,pt27,pt28,pt29,pt30,pt31,pt32,pt33,pt34,pt35,pt36,pt37,pt38,pt39,pt40,pt41,pt42,pt43,pt44,pt45,pt46,pt47,pt48,pt49,pt50,pt51,pt52,pt53,pt54,pt55,pt56,pt57,pt58,pt59,pt60,pt61,pt62,pt63,pt64,pt65,pt66,pt67,pt68,pt69,pt70,pt71,pt72,pt73,pt74,pt75,pt76,pt77,pt78,pt79,pt80,pt81,pt82,pt83,pt84,pt85,pt86,pt87,pt88,pt89,pt90,pt91,pt92,pt93,pt94,pt95,pt96,pt97,pt98,pt99,pt100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,two,t2_6,O,EAM,UNK,O,UNK,EAM,PLOB,PLOB,PLOB,O,PVER,CALC,PVER,PVER,BASA,BASA,PVER,PVER,PVER,BASA,CCA,EAM,PVER,EAM,CCA,PVER,PVER,PVER,CCA,CCA,PVER,PVER,PVER,PVER,BASA,BASA,BASA,CCA,CCA,CCA,PVER,BASA,CCA,PVER,BASA,EAM,EAM,EAM,CCA,BASA,PVER,BASA,BASA,BASA,EAM,EAM,EAM,CCA,CCA,CCA,CCA,CCA,CCA,BASA,CCA,BASA,CCA,CCA,PVER,PVER,CCA,EAM,BASA,CCA,O,O,PVER,PVER,PVER,PVER,CCA,CCA,BASA,BASA,O,CCA,CCA,O,PVER,PVER,CCA,EAM,BASA,CCA,BASA,CCA,CCA,PVER,PVER,PVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,two,t2_7,UNK,EAM,EAM,PVER,PVER,PVER,PVER,CALC,CALC,O,PVER,PVER,EAM,EAM,PVER,PVER,PVER,PVER,PVER,PVER,EAM,BASA,BASA,O,PVER,PVER,PVER,EAM,EAM,EAM,BASA,EAM,O,BASA,BASA,BASA,EAM,EAM,EAM,EAM,PVER,PVER,PVER,O,EAM,EAM,PVER,PVER,PVER,PVER,EAM,EAM,EAM,EAM,PVER,PVER,PVER,EAM,CCA,PVER,CCA,EAM,O,PVER,PVER,PVER,PVER,PVER,PVER,PVER,CCA,SPON,PVER,PVER,PVER,EAM,EAM,CCA,PVER,PVER,EAM,CCA,PVER,EAM,EAM,EAM,EAM,CCA,CCA,PVER,EAM,CCA,PVER,PVER,EAM,EAM,BASA,BASA,BASA,BASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,two,t2_8,SPR,SPR,PLOB,PVER,PLOB,PLOB,PLOB,PLOB,CCA,PVER,PLOB,PLOB,PLOB,EAM,SHAD,PVER,PVER,CCA,CCA,CCA,PVER,SPR,PVER,PVER,PVER,PVER,PVER,UNK,BASA,O,PVER,PVER,PVER,O,PVER,BASA,CCA,UNK,O,O,PVER,PVER,PVER,PVER,EAM,BASA,BASA,PVER,BASA,BASA,EAM,PVER,EAM,PVER,UNK,CCA,CCA,BASA,BASA,BASA,PVER,PVER,CALC,EAM,EAM,CALC,PVER,PVER,CCA,CCA,PLOB,PVER,EAM,PVER,EAM,PVER,PVER,PVER,EAM,PLOB,EAM,PVER,PVER,PVER,EAM,PVER,PVER,EAM,EAM,PLOB,PVER,PVER,PVER,EAM,O,PVER,PVER,BASA,EAM,EAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,two,t2_9,SPR,SPR,CALC,PVER,SPR,PVER,EAM,SPR,PVER,PVER,SPR,EAM,PVER,PVER,SPR,BASA,PVER,PVER,PVER,PVER,EAM,PVER,PVER,EAM,EAM,BASA,PVER,UNK,PLOB,PVER,EAM,EAM,EAM,PVER,SPR,SPR,BASA,BASA,BASA,EAM,SPR,SPR,PVER,PVER,UNK,SPR,SPR,UNK,UNK,UNK,O,CALC,SPR,CALC,SPR,SPR,SPR,UNK,UNK,UNK,PVER,SPR,EAM,CALC,CALC,EAM,EAM,UNK,EAM,EAM,PVER,SPR,SPR,PLOB,O,EAM,EAM,PLOB,PLOB,SPR,PVER,PLOB,SPR,SPR,PLOB,PLOB,PLOB,O,SPR,PLOB,EAM,TAPE,TAPE,UNK,TAPE,PLOB,PLOB,PLOB,PLOB,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,two,t2_10,EAM,EAM,EAM,CALC,PLOB,PLOB,PLOB,PLOB,CALC,UNK,EAM,EAM,EAM,EAM,PLOB,PLOB,PLOB,EAM,EAM,EAM,EAM,EAM,PLOB,PLOB,EAM,EAM,PLOB,EAM,WAND,EAM,O,EAM,EAM,PVER,EAM,EAM,PVER,O,PVER,PVER,O,PVER,PVER,EAM,EAM,EAM,EAM,EAM,PVER,EAM,SHAD,CALC,PVER,PVER,PDAN,PLOB,EAM,EAM,EAM,EAM,EAM,EAM,EAM,PVER,PVER,EAM,EAM,EAM,CALC,EAM,EAM,EAM,PVER,PVER,PVER,EAM,EAM,EAM,PLOB,BASA,PLOB,PLOB,SHAD,PVER,PVER,EAM,EAM,CCA,EAM,PVER,SHAD,PLOB,PLOB,SPR,SPR,PLOB,PVER,PVER,PVER,PVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,two,t2_11,EAM,PVER,PVER,PVER,PVER,EAM,EAM,PVER,PVER,O,EAM,PVER,PVER,PVER,PVER,EAM,BASA,EAM,PLOB,O,EAM,EAM,EAM,EAM,SHAD,PVER,PLOB,BASA,BASA,BASA,PVER,EAM,EAM,O,O,PVER,PVER,PVER,BASA,BASA,PVER,PVER,SPR,PVER,PVER,PVER,PVER,O,EAM,PLOB,PVER,EAM,EAM,PVER,PVER,PVER,PVER,EAM,PLOB,PLOB,UNK,BASA,BASA,BASA,PVER,PVER,PVER,PVER,PVER,PVER,PVER,BASA,BASA,PLOB,PLOB,PVER,SHAD,PVER,PVER,PLOB,PVER,PVER,PVER,PLOB,PLOB,EAM,EAM,EAM,PLOB,PLOB,PVER,PVER,UNK,PLOB,PLOB,PLOB,PVER,O,CALC,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,two,t2_12,SHAD,PVER,PVER,PVER,PVER,SHAD,PVER,PVER,PVER,PVER,EAM,PLOB,PVER,SHAD,PVER,PVER,PVER,EAM,CALC,CALC,EAM,EAM,PVER,PVER,PVER,CALC,CALC,CALC,EAM,EAM,EAM,EAM,O,PVER,PVER,EAM,EAM,EAM,PVER,PVER,EAM,PLOB,PVER,PVER,PVER,EAM,PVER,BASA,EAM,PVER,PVER,PVER,PVER,PVER,O,BASA,PVER,EAM,EAM,PVER,EAM,PVER,UNK,EAM,EAM,EAM,PVER,PVER,SPR,PLOB,PVER,EAM,EAM,EAM,EAM,EAM,PVER,O,EAM,CALC,O,EAM,EAM,PVER,EAM,EAM,TAPE,PVER,PLOB,PVER,PVER,PVER,EAM,PVER,PVER,EAM,PVER,PVER,PVER,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,two,t2_13,UNK,UNK,UNK,UNK,EAM,CALC,EAM,EAM,EAM,O,PVER,EAM,EAM,EAM,EAM,EAM,EAM,EAM,PVER,EAM,PVER,SHAD,EAM,CALC,PVER,PVER,PVER,EAM,EAM,EAM,PLOB,EAM,EAM,EAM,PVER,PVER,PVER,PVER,PVER,PVER,EAM,EAM,EAM,EAM,PVER,PVER,PVER,PVER,PVER,EAM,PLOB,EAM,EAM,EAM,PVER,PVER,PVER,EAM,EAM,EAM,EAM,EAM,EAM,PVER,EAM,EAM,EAM,EAM,PLOB,EAM,UNK,EAM,EAM,PVER,PVER,PVER,PVER,EAM,EAM,PLOB,PVER,PVER,PVER,PVER,PVER,PVER,PVER,PVER,PVER,PVER,O,PVER,EAM,PVER,EAM,PLOB,EAM,EAM,EAM,EAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,two,t2_14,PLOB,EAM,CCA,BASA,BASA,CCA,EAM,EAM,PVER,PVER,CALC,PLOB,BASA,BASA,BASA,O,O,EAM,EAM,PVER,PLOB,PLOB,PVER,EAM,PLOB,PVER,EAM,EAM,PLOB,O,PLOB,PLOB,PVER,PVER,PVER,PVER,EAM,EAM,EAM,EAM,PLOB,PLOB,PLOB,PLOB,PLOB,PLOB,EAM,EAM,EAM,EAM,EAM,PVER,PVER,PVER,CALC,CALC,BASA,BASA,EAM,EAM,PVER,SHAD,PVER,PVER,PVER,EAM,O,EAM,EAM,EAM,PVER,PVER,PVER,PVER,PVER,CALC,PVER,PVER,PVER,PVER,PVER,PVER,PVER,O,EAM,O,PVER,PVER,EAM,PVER,UNK,PVER,O,EAM,EAM,O,PVER,EAM,EAM,EAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,two,t2_15,PVER,PVER,PVER,EAM,EAM,EAM,EAM,BASA,BASA,O,EAM,EAM,EAM,EAM,PLOB,PLOB,PVER,CALC,BASA,BASA,EAM,CCA,PLOB,O,PLOB,PLOB,PLOB,PLOB,CCA,PVER,EAM,O,O,UNK,PLOB,PLOB,PLOB,PLOB,PVER,PVER,O,O,PVER,PVER,PVER,EAM,EAM,EAM,PVER,EAM,O,PLOB,PVER,PVER,PVER,PVER,PVER,PVER,PVER,EAM,EAM,EAM,PVER,EAM,PVER,PVER,PVER,PVER,CALC,EAM,EAM,EAM,PVER,PVER,PVER,PVER,PVER,CALC,O,PVER,EAM,PVER,EAM,EAM,EAM,PLOB,SPR,PVER,PVER,EAM,BASA,PVER,BASA,EAM,EAM,PVER,EAM,PVER,CALC,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,three,t3_1,CCA,CCA,CCA,CCA,CCA,BASA,CCA,CCA,CCA,BASA,CCA,CCA,CCA,CCA,BASA,PVER,PVER,PVER,BASA,EAM,BASA,BASA,PVER,PVER,PVER,PVER,PVER,PVER,PVER,PVER,PLOB,PLOB,PLOB,PLOB,PLOB,PLOB,PVER,PLOB,PLOB,PLOB,PLOB,PLOB,O,PLOB,PLOB,PLOB,PLOB,PLOB,PLOB,PLOB,PLOB,PLOB,PLOB,PLOB,CALC,UNK,UNK,PLOB,CALC,CALC,PVER,PLOB,PLOB,CALC,CALC,CALC,CALC,PLOB,CALC,CALC,TAPE,PLOB,EAM,EAM,CALC,CALC,TAPE,CALC,CALC,CALC,PVER,SHAD,PLOB,PLOB,PLOB,CALC,TAPE,CALC,TAPE,CALC,PVER,PVER,UNK,PLOB,PLOB,PLOB,CALC,CALC,CALC,CALC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,three,t3_2,CCA,EAM,PVER,BASA,CCA,CCA,BASA,CCA,CCA,CCA,PVER,PVER,PVER,PVER,PVER,EAM,EAM,EAM,CCA,CALC,UNK,PVER,PVER,PVER,PVER,PVER,PVER,CCA,CALC,PLOB,EAM,EAM,PVER,PVER,PVER,PVER,PVER,EAM,EAM,PLOB,EAM,EAM,PVER,PVER,PVER,PLOB,PLOB,PLOB,PLOB,SPR,PVER,SHAD,PVER,PVER,PVER,PLOB,PLOB,PLOB,SPR,PLOB,PVER,PVER,PVER,PVER,PLOB,PLOB,SPR,PVER,PVER,SHAD,PVER,PVER,PVER,PVER,EAM,EAM,PVER,PVER,PVER,PVER,PVER,PVER,PVER,EAM,EAM,BASA,EAM,PVER,PVER,PVER,TAPE,TAPE,PVER,PVER,O,PVER,TAPE,TAPE,TAPE,TAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,three,t3_3,CCA,CCA,CCA,CCA,CCA,CCA,CCA,CCA,CCA,PVER,CCA,CCA,CCA,PVER,PVER,PVER,PVER,CCA,WAND,PVER,PLOB,CCA,PVER,PVER,PVER,PVER,BASA,CCA,CCA,PVER,PVER,PVER,PVER,PVER,EAM,PVER,PVER,CCA,PLOB,PLOB,PVER,PVER,PVER,PVER,PVER,SHAD,PVER,PVER,PLOB,PVER,PVER,PVER,PVER,UNK,PVER,PVER,PVER,PVER,PVER,PVER,EAM,CCA,EAM,CCA,TAPE,PVER,EAM,EAM,EAM,PVER,CCA,PVER,PVER,PVER,EAM,EAM,EAM,EAM,EAM,EAM,PVER,PVER,PVER,PVER,CALC,EAM,CALC,O,CALC,CALC,O,O,BASA,EAM,EAM,EAM,BASA,BASA,BASA,BASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,three,t3_4,PVER,PVER,PVER,PVER,EAM,PVER,PVER,PVER,PVER,PVER,PVER,PVER,CALC,CALC,CALC,CALC,PVER,PVER,PVER,CCA,PVER,PVER,CCA,CALC,CCA,BASA,BASA,O,CCA,CCA,PVER,PVER,CCA,BASA,CCA,BASA,BASA,O,O,EAM,PVER,CCA,CCA,CCA,PLOB,PLOB,PLOB,O,EAM,EAM,EAM,CCA,PVER,PVER,PVER,CCA,CCA,EAM,CCA,CCA,PVER,PVER,PVER,PVER,PVER,CCA,CCA,CCA,CCA,CCA,PVER,PVER,SHAD,PVER,CCA,CCA,CCA,CCA,CCA,CCA,PVER,PVER,PVER,PVER,CCA,CCA,EAM,CCA,EAM,EAM,EAM,O,PVER,O,CCA,CCA,EAM,PVER,PVER,PVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,three,t3_5,UNK,PVER,PVER,EAM,PVER,PVER,PVER,PLOB,PLOB,WAND,EAM,EAM,EAM,CCA,EAM,PLOB,O,EAM,PLOB,PVER,CCA,EAM,EAM,CCA,CCA,EAM,EAM,PVER,PVER,PVER,O,O,CCA,CCA,CCA,CCA,CCA,CCA,CCA,PVER,BASA,PVER,PVER,EAM,PVER,PVER,CCA,UNK,CCA,CCA,PVER,PVER,UNK,PVER,PVER,PVER,CCA,BASA,BASA,CCA,TAPE,PVER,CCA,CCA,PVER,BASA,BASA,CCA,BASA,BASA,PVER,PVER,PVER,CCA,CCA,CCA,CCA,CCA,CCA,EAM,PVER,PVER,CCA,CCA,CCA,CCA,CCA,CCA,CCA,CALC,CCA,PVER,PVER,BASA,BASA,CCA,BASA,CCA,CCA,CCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,three,t3_6,UNK,CALC,PVER,SHAD,SHAD,O,O,PVER,PVER,PVER,PLOB,O,EAM,PVER,PVER,O,O,PLOB,EAM,SHAD,CCA,CCA,EAM,EAM,PVER,CCA,PVER,PVER,PVER,EAM,CCA,SHAD,CCA,CCA,BASA,PVER,PVER,PVER,CCA,CCA,CCA,CCA,CCA,CCA,EAM,CCA,BASA,CCA,CCA,CCA,CCA,CCA,EAM,PVER,PVER,PVER,PVER,BASA,BASA,O,CCA,CCA,CCA,EAM,PVER,PVER,PVER,CCA,BASA,PVER,CCA,CCA,CCA,CCA,CCA,EAM,CCA,PVER,PVER,PVER,CCA,TAPE,BASA,PLOB,PLOB,PLOB,BASA,BASA,TAPE,PVER,PVER,PVER,PLOB,PLOB,PVER,PVER,EAM,O,PVER,PVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,three,t3_7,PVER,PVER,PVER,PVER,PVER,PVER,PVER,PVER,EAM,EAM,EAM,PLOB,PLOB,PVER,PVER,PVER,PVER,EAM,CALC,EAM,CCA,CCA,EAM,PVER,PVER,PVER,CCA,UNK,CALC,CALC,CCA,CCA,CCA,BASA,CCA,CCA,CCA,BASA,BASA,UNK,CCA,CCA,CCA,CCA,CCA,BASA,CCA,WAND,CCA,CCA,UNK,CCA,CCA,CCA,PVER,CCA,WAND,BASA,CCA,CCA,BASA,BASA,CCA,CCA,CCA,BASA,BASA,BASA,BASA,BASA,BASA,TAPE,TAPE,BASA,BASA,BASA,BASA,TAPE,BASA,BASA,BASA,BASA,BASA,BASA,BASA,O,O,O,O,BASA,BASA,PVER,BASA,BASA,BASA,BASA,BASA,BASA,BASA,BASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,three,t3_8,PVER,UNK,UNK,PVER,O,O,CALC,EAM,PVER,SHAD,BASA,O,O,O,O,O,CALC,CALC,CALC,UNK,BASA,CALC,BASA,BASA,CCA,BASA,BASA,CCA,EAM,EAM,CCA,CCA,BASA,PVER,PVER,EAM,UNK,CALC,CCA,EAM,BASA,CCA,CCA,CCA,CCA,UNK,UNK,CCA,BASA,BASA,CCA,CCA,UNK,BASA,CCA,PVER,PVER,PVER,BASA,CCA,BASA,CCA,BASA,O,PVER,PVER,PVER,PVER,BASA,BASA,CCA,CCA,CCA,BASA,BASA,PVER,TAPE,TAPE,BASA,TAPE,EAM,EAM,BASA,BASA,CCA,BASA,BASA,BASA,BASA,BASA,EAM,O,PVER,BASA,BASA,BASA,BASA,CCA,PVER,PVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,three,t3_9,PVER,EAM,PLOB,O,O,O,BASA,EAM,BASA,CCA,UNK,UNK,EAM,EAM,PVER,PVER,CALC,SHAD,EAM,CCA,PLOB,PLOB,PLOB,PVER,PVER,PVER,PVER,PVER,CCA,PLOB,PLOB,PLOB,SHAD,PVER,PVER,PVER,CCA,PVER,CCA,CCA,PLOB,CALC,PLOB,PLOB,PVER,PVER,PVER,PVER,BASA,CCA,PLOB,PLOB,PLOB,PVER,PVER,PVER,PVER,PVER,BASA,CCA,TAPE,O,PVER,PVER,PVER,BASA,EAM,CCA,CCA,BASA,SHAD,EAM,PVER,PLOB,PVER,PVER,BASA,PLOB,BASA,BASA,PVER,SPR,PVER,PVER,PVER,EAM,PVER,PVER,O,CCA,PVER,UNK,UNK,PVER,PVER,O,CALC,BASA,PVER,UNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,three,t3_10,EAM,EAM,PLOB,O,CALC,CCA,CCA,CCA,CCA,CCA,PVER,EAM,EAM,EAM,CALC,CALC,CALC,PVER,PVER,PVER,PVER,PVER,SPR,SPR,PVER,PVER,PVER,PVER,UNK,EAM,PVER,PVER,EAM,PVER,PVER,CALC,SPR,SPR,SPR,EAM,PVER,EAM,PVER,PVER,PVER,PVER,EAM,EAM,SPR,BASA,BASA,PVER,PVER,PVER,SPR,PVER,O,CALC,CALC,PVER,PVER,EAM,SPR,SPR,PVER,PVER,O,PVER,PVER,PVER,SHAD,SHAD,PVER,PVER,PVER,PVER,PVER,PVER,EAM,PVER,PVER,PVER,PLOB,BASA,BASA,PVER,PVER,PLOB,BASA,EAM,PLOB,O,O,CCA,BASA,O,O,PLOB,PVER,EAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,three,t3_11,CALC,PVER,PVER,PVER,PVER,UNK,UNK,PVER,PVER,PVER,BASA,PVER,PVER,PVER,PVER,PVER,PVER,PVER,PVER,PVER,BASA,BASA,PVER,UNK,CALC,CALC,PLOB,PVER,PVER,SPR,SHAD,PVER,PVER,PVER,PVER,CALC,CALC,O,PVER,PVER,O,O,PVER,PVER,EAM,EAM,EAM,CALC,BASA,BASA,PVER,PVER,PVER,EAM,EAM,BASA,CCA,CCA,CCA,CCA,O,CCA,PVER,PVER,BASA,BASA,BASA,BASA,CCA,CCA,CCA,BASA,CCA,PLOB,PLOB,CCA,BASA,PVER,PVER,PVER,CCA,EAM,PVER,PLOB,CALC,BASA,O,EAM,CALC,CALC,PVER,UNK,EAM,UNK,UNK,BASA,CALC,O,O,CCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
