layer,level,class,id,x,y
1,patch,1,1,0.3298251438269778,23.445297377686984
1,patch,1,2,0.3429027906095595,23.722390685339906
1,patch,1,3,0.3601442295170969,1.5361957644181663
1,patch,1,4,0.4768409202672012,11.18183091699153
1,patch,1,5,0.49437449673864176,12.562617419583372
1,patch,1,6,0.5465368158747235,17.377511688074797
1,patch,1,7,0.5573856699517306,1.5206514953113512
1,patch,1,8,0.5874246035474326,16.32213683774102
1,patch,1,9,0.7791235115432932,1.8147987786756217
1,patch,1,10,0.7489264433251285,0.27008632646425224
1,patch,1,11,0.849780944018229,11.311693720787863
1,patch,1,12,0.8755894321054655,16.7530453176133
1,patch,1,13,0.7893943959023801,2.9375678828593266
1,patch,1,14,1.0094102745619282,12.098509002666663
1,patch,1,15,0.9550470662663468,11.372556989615502
1,patch,1,16,0.9813976250235937,13.118236786472114
1,patch,1,17,1.0150392075267913,20.041054961870195
1,patch,1,18,0.9711333500406889,0.23405840717346757
1,patch,1,19,1.082358284488961,11.65510521405979
1,patch,1,20,1.0603370338751232,0.027838528053942352
1,patch,1,21,1.1263447883728501,19.238026820094344
1,patch,1,22,1.1312587725671066,4.764001642901023
1,patch,1,23,1.1126737219571567,16.893365062886627
1,patch,1,24,1.1436512979408817,19.851968933165892
1,patch,1,25,1.2228939499883804,0.43058100008685607
1,patch,1,26,1.2107630070242072,0.010634533061442407
1,patch,1,27,1.2657761006177513,0.7071337165041494
1,patch,1,28,1.3393306350839769,17.600770869961778
1,patch,1,29,1.3766162315590293,24.66262047818958
1,patch,1,30,1.4229838391696519,17.781619564235882
1,patch,1,31,1.476348297680024,8.811697976587956
1,patch,1,32,1.7009133180982166,23.01544126636332
1,patch,1,33,1.7428649891995163,12.784190893385643
1,patch,1,34,1.7300145170861818,0.08915594153528139
1,patch,1,35,1.7620521862917486,0.46044224136092093
1,patch,1,36,1.7741715153735125,24.190300105049666
1,patch,1,37,1.749230660724581,8.771024097569843
1,patch,1,38,1.776018857976439,16.408373939616933
1,patch,1,39,1.878059104500405,8.776135821277743
1,patch,1,40,2.0199979537094053,14.791273638476092
1,patch,1,41,2.082419592906996,0.2733880238777086
1,patch,1,42,2.059857386763081,0.07944808721187435
1,patch,1,43,2.125098339230309,21.626307952549876
1,patch,1,44,2.2042883541873475,14.871964449493417
1,patch,1,45,2.4056464083162,24.367344194678044
1,patch,1,46,2.452415242806874,9.764376182424542
1,patch,1,47,2.6038057939798573,22.853496444862518
1,patch,1,48,2.6351239720109447,7.352176965106099
1,patch,1,49,2.6526841642840435,10.20855550713952
1,patch,1,50,2.680099704002486,22.754982042664572
1,patch,1,51,2.6869954087663537,22.108843918469876
1,patch,1,52,2.697948133910207,2.695569544440873
1,patch,1,53,2.746797052452373,22.853021749921123
1,patch,1,54,2.7438591323858508,6.919218563099468
1,patch,1,55,2.8760531358817962,0.6847590441283131
1,patch,1,56,2.926943648734334,19.82639093442238
1,patch,1,57,3.0203315067511145,2.591087230211609
1,patch,1,58,3.0177644570002125,0.015791781457312516
1,patch,1,59,3.0981671228466325,17.731265031414516
1,patch,1,60,3.110401059233934,6.910667009849413
1,patch,1,61,3.0967618381973048,10.56674892253441
1,patch,1,62,3.2247826038640444,0.13372706509388366
1,patch,1,63,3.272432669897392,20.528652271220825
1,patch,1,64,3.2549964848850053,1.672432519409469
1,patch,1,65,3.2560008034548558,2.281869745363853
1,patch,1,66,3.266043989153359,14.279536586346996
1,patch,1,67,3.3519352562713687,8.57667971677763
1,patch,1,68,3.569844692332722,6.665569385246524
1,patch,1,69,3.653468091931804,0.04203150661120501
1,patch,1,70,3.738350467089953,2.7326510521377227
1,patch,1,71,3.7657874807618708,14.046929378192786
1,patch,1,72,3.801549173798854,1.6277264192626038
1,patch,1,73,3.9389374309530982,6.776217868779918
1,patch,1,74,4.254436364965775,10.676063300426812
1,patch,1,75,4.289594886934094,14.873926050899302
1,patch,1,76,4.465733131778404,11.923503908211918
1,patch,1,77,4.505959192970282,2.129147363794511
1,patch,1,78,4.632275257243143,0.306863321512479
1,patch,1,79,4.6140185032638685,17.61923869001601
1,patch,1,80,4.679395909041034,14.782034212264842
1,patch,1,81,4.728753207942671,14.255738436801803
1,patch,1,82,4.721894544512963,11.69282256058222
1,patch,1,83,4.8870361954558295,11.608510966001226
1,patch,1,84,5.319993763072191,18.639793051243103
1,patch,1,85,5.295834109279127,13.910932452800983
1,patch,1,86,5.544757920978402,7.227347305800484
1,patch,1,87,5.81333862425366,10.488812156513864
1,patch,1,88,5.811422884464929,10.813801670804713
1,patch,1,89,5.838139762413495,12.333781952437421
1,patch,1,90,5.816008838003414,7.0658514019067535
1,patch,1,91,5.913942869071219,18.986122365173472
1,patch,1,92,6.010851967143797,12.666926615794862
1,patch,1,93,6.031929243218585,13.44467633927103
1,patch,1,94,6.160544458728963,5.239432418716764
1,patch,1,95,6.129356231796725,19.79061909167706
1,patch,1,96,6.233961743806797,14.039316172381389
1,patch,1,97,6.24687273486856,24.529181688600747
1,patch,1,98,6.252082635971075,12.728930477165564
1,patch,1,99,6.2973562264112255,20.903479576241242
1,patch,1,100,6.373787919062599,1.1397397569974763
1,patch,1,101,6.404065999643447,24.841302071621282
1,patch,1,102,6.425630209902581,20.069190232913634
1,patch,1,103,6.721973739609971,21.555720274753046
1,patch,1,104,6.751220679544049,1.0382471012106365
1,patch,1,105,6.844021137090913,19.885668675090006
1,patch,1,106,7.005264481849236,0.5613977092114639
1,patch,1,107,7.058724153348158,20.38714867941572
1,patch,1,108,7.021191121823842,19.335049680196306
1,patch,1,109,7.163381587032156,1.3852104193692187
1,patch,1,110,7.434808639838889,19.943951721047597
1,patch,1,111,7.39783215102952,20.114007420190152
