layer,level,class,id,x,y
1,patch,0,1,0.0775221500582671,24.74748540614678
1,patch,0,2,0.058760332819889266,24.039901517029836
1,patch,0,3,0.03676182020683636,23.698782445998148
1,patch,0,4,0.03183375137738541,23.44830607780057
1,patch,0,5,0.05007404694141307,23.139821093346164
1,patch,0,6,0.012518252013959548,22.761115940328725
1,patch,0,7,0.07936656463506356,21.656864506700884
1,patch,0,8,0.0026892696905736163,20.994932275606775
1,patch,0,9,0.04851695462891397,20.776601852473764
1,patch,0,10,0.08238628098879654,16.675226289913024
1,patch,0,11,0.07180774647859638,16.31429304025487
1,patch,0,12,0.14153539615239236,15.792278452567274
1,patch,0,13,0.047614572185842405,14.761554500790057
1,patch,0,14,0.006100784009633114,14.638687684158278
1,patch,0,15,0.07283936908827333,14.560332220687028
1,patch,0,16,0.04476477897391075,14.20911146513684
1,patch,0,17,0.020746436589343147,13.332063493377106
1,patch,0,18,0.0013373783161703115,13.2155698071526
1,patch,0,19,0.013172881090026994,12.760934590659303
1,patch,0,20,0.10570374245582566,12.499331296862856
1,patch,0,21,5.983008256551394e-4,12.4646723510251
1,patch,0,22,0.023456657036110985,11.873978083975333
1,patch,0,23,0.020403487542478338,11.007920722290539
1,patch,0,24,0.04563909002031353,10.602250081042659
1,patch,0,25,0.017100014450924763,10.362408936066304
1,patch,0,26,0.04267984428809337,10.20042686522955
1,patch,0,27,9.246467305579427e-4,10.02363523140971
1,patch,0,28,0.005357817506147709,9.910308183222782
1,patch,0,29,0.034617771281347465,9.398677103575093
1,patch,0,30,0.001963987492911436,9.222586056799154
1,patch,0,31,0.008178048228381713,8.37060477212732
1,patch,0,32,0.03621759464789023,8.190470950853332
1,patch,0,33,0.06105039015760384,7.8686884792938985
1,patch,0,34,0.03810769557130275,7.36309432956931
1,patch,0,35,0.006757232224709467,7.051832643494092
1,patch,0,36,0.021420330572500822,5.964187158662359
1,patch,0,37,0.07061532243439095,5.679740079665951
1,patch,0,38,0.04421924228457821,4.825779519972492
1,patch,0,39,0.10339015009836373,4.408746218007827
1,patch,0,40,0.08431461119244286,4.050406747641051
1,patch,0,41,0.03419673408903994,3.8738101597365824
1,patch,0,42,0.020781962114825137,2.8807833500825324
1,patch,0,43,0.010296800252749816,2.735361145840944
1,patch,0,44,0.027446989385571496,2.4035416471795825
1,patch,0,45,0.07760952043076713,0.8950494355147249
1,patch,0,46,0.01728927221868211,0.5862370470127394
1,patch,0,47,0.06911853755926536,0.3525551050157829
