north_sh,north_md,north_dp,nw_sh,nw_md,nw_dp,west_sh,west_md,west_dp,se_sh,se_md,se_dp,size
NA,NA,NA,NA,0.15114404655337801,NA,NA,NA,0.0591586017389326,0.0672129145574335,NA,NA,NA
NA,NA,NA,NA,0.145874479123405,NA,NA,NA,0.050958088133191005,0.0325228743519902,NA,NA,NA
NA,NA,NA,NA,0.0747522327915622,NA,NA,NA,0.066651800122313,0.054117358979732105,NA,NA,NA
NA,NA,NA,NA,0.147156197740024,NA,NA,NA,0.04625856612032671,0.0015220384884917601,NA,NA,NA
NA,NA,NA,NA,0.10548604218526601,NA,NA,NA,0.0032723088541439,0.00290257997070999,NA,NA,NA
NA,NA,NA,NA,0.06749491326348511,NA,NA,NA,0.0795386471397645,0.010367566131510601,NA,NA,NA
NA,NA,NA,NA,0.0329448270522278,NA,NA,0.00941641066199857,NA,0.0219702013472482,NA,NA,NA
NA,NA,NA,NA,0.06320197849753341,NA,NA,0.0255079754071207,NA,7.621816016782291e-4,NA,NA,NA
NA,NA,NA,NA,0.053073897812761506,NA,NA,0.014739454052341502,NA,0.0194389036045802,NA,NA,NA
NA,NA,NA,NA,0.027709944963281902,NA,NA,0.0711576979929364,NA,0.0388778072091603,NA,NA,NA
NA,NA,NA,NA,0.045178999957812806,NA,NA,0.0693272874902012,NA,0.0760079623323776,NA,NA,NA
NA,NA,NA,NA,0.0388778072091603,NA,NA,0.0038324309170739003,NA,0.0760079623323776,NA,NA,NA
NA,NA,NA,NA,0.036722090877599,NA,NA,0.0231292830601634,NA,0.077047924589311,NA,NA,NA
NA,NA,NA,NA,0.077047924589311,NA,NA,0.0203991425994208,NA,0.00941641066199857,NA,NA,NA
NA,NA,NA,NA,0.06105422640458201,NA,NA,0.0422872685175067,NA,0.0194389036045802,NA,NA,NA
NA,NA,NA,NA,0.0489579487301582,NA,0.110349552751875,NA,NA,0.077047924589311,NA,NA,NA
NA,NA,NA,NA,0.077047924589311,NA,0.054117358979732105,NA,NA,0.0760079623323776,NA,NA,NA
NA,NA,NA,NA,0.034907805114869704,NA,0.043657683147356505,NA,NA,0.054117358979732105,NA,NA,NA
NA,NA,NA,NA,0.010367566131510601,NA,0.034907805114869704,NA,NA,0.0760079623323776,NA,NA,NA
NA,NA,NA,NA,0.0194389036045802,NA,0.0760079623323776,NA,NA,0.00941641066199857,NA,NA,NA
NA,NA,NA,NA,0.0018570820097463202,NA,0.042333954685303404,NA,NA,0.054117358979732105,NA,NA,NA
NA,NA,NA,NA,0.0203991425994208,NA,0.0714023843511322,NA,NA,0.052361707672304504,NA,NA,NA
NA,NA,NA,NA,0.054117358979732105,NA,0.0194389036045802,NA,NA,0.0760079623323776,NA,NA,NA
NA,NA,NA,NA,0.0388778072091603,NA,NA,NA,NA,0.0194389036045802,NA,NA,NA
NA,NA,NA,0.0198587341059961,NA,NA,NA,NA,NA,0.010367566131510601,NA,NA,NA
NA,NA,NA,0.13441557982909202,NA,NA,NA,NA,NA,0.0194389036045802,NA,NA,NA
NA,NA,NA,0.06849860707224,NA,NA,NA,NA,NA,0.077047924589311,NA,NA,NA
NA,NA,NA,0.0444258182404888,NA,NA,NA,NA,NA,0.036722090877599,NA,NA,NA
NA,NA,NA,0.104831811998007,NA,NA,NA,NA,NA,0.00941641066199857,NA,NA,NA
NA,NA,NA,0.060367271676087006,NA,NA,NA,NA,NA,0.010367566131510601,NA,NA,NA
NA,NA,NA,0.104238226301428,NA,NA,NA,NA,NA,0.00199922889486513,NA,NA,NA
NA,NA,NA,0.0422961561162839,NA,NA,NA,NA,NA,0.00199922889486513,NA,NA,NA
NA,NA,NA,0.0738111351652095,NA,NA,NA,NA,NA,0.00199922889486513,NA,NA,NA
NA,NA,NA,0.0569734023851868,NA,NA,NA,NA,NA,0.0043805130754576704,NA,NA,NA
NA,NA,NA,0.102053070145186,NA,NA,NA,NA,NA,0.0553694595923684,NA,NA,NA
NA,NA,NA,0.0855437094367335,NA,NA,NA,NA,NA,0.0194389036045802,NA,NA,NA
NA,NA,NA,0.161150933910055,NA,NA,NA,NA,NA,0.0194389036045802,NA,NA,NA
NA,NA,NA,0.0848282519219435,NA,NA,NA,NA,NA,0.0388778072091603,NA,NA,NA
NA,NA,NA,0.12219858113712702,NA,NA,NA,NA,NA,0.036722090877599,NA,NA,NA
NA,NA,NA,0.140119667199738,NA,NA,NA,NA,NA,0.0760079623323776,NA,NA,NA
NA,NA,NA,0.13988039905962402,NA,NA,NA,NA,NA,0.054112493056035806,NA,NA,NA
NA,NA,NA,0.11039961075617401,NA,NA,NA,NA,NA,0.0219702013472482,NA,NA,NA
NA,NA,NA,0.062470896801596905,NA,NA,NA,NA,NA,0.0015220384884917601,NA,NA,NA
NA,NA,NA,0.0467668961494503,NA,NA,NA,NA,NA,0.0015220384884917601,NA,NA,NA
NA,NA,NA,0.0855603324366308,NA,NA,NA,NA,NA,NA,NA,0.0729271216728665,NA
NA,NA,NA,0.137503559446001,NA,NA,NA,NA,NA,NA,NA,0.0690109213760917,NA
NA,NA,NA,0.0854665080042126,NA,NA,NA,NA,NA,NA,NA,0.08195674992509441,NA
NA,NA,NA,0.0729271216728665,NA,NA,NA,NA,NA,NA,NA,0.0945314386452242,NA
NA,NA,NA,0.07130725504135671,NA,NA,NA,NA,NA,NA,NA,0.08813375487347501,NA
NA,NA,NA,0.10908839867541302,NA,NA,NA,NA,NA,NA,NA,0.00941641066199857,NA
NA,NA,NA,0.08091997196529091,NA,NA,NA,NA,NA,NA,NA,0.027681937522732604,NA
NA,NA,NA,0.086260413655062207,NA,NA,NA,NA,NA,NA,NA,0.0597634995114768,NA
NA,NA,NA,0.12881805532711502,NA,NA,NA,NA,NA,NA,NA,0.0272144650464122,NA
NA,NA,NA,0.100837884614806,NA,NA,NA,NA,NA,NA,NA,0.0650537650242531,NA
NA,NA,NA,0.167968473510789,NA,NA,NA,NA,NA,NA,NA,0.0476620991319426,NA
NA,NA,NA,0.30377597356504205,NA,NA,NA,NA,NA,NA,NA,0.0637016484123587,NA
NA,NA,NA,0.169174007275035,NA,NA,NA,NA,NA,NA,NA,0.0470385222053683,NA
NA,NA,NA,0.0826398715750291,NA,NA,NA,NA,NA,NA,NA,0.0248775353648563,NA
NA,NA,NA,0.08091997196529091,NA,NA,NA,NA,NA,NA,NA,0.136289370972426,NA
NA,NA,NA,0.135894621342289,NA,NA,NA,NA,NA,NA,NA,0.050958088133191005,NA
NA,NA,NA,0.08091997196529091,NA,NA,NA,NA,NA,NA,NA,0.0542579884461803,NA
NA,NA,NA,0.086260413655062207,NA,NA,NA,NA,NA,NA,NA,0.0357256752536479,NA
NA,NA,NA,0.034907805114869704,NA,NA,NA,NA,NA,NA,NA,0.0763288473998272,NA
NA,NA,NA,0.034907805114869704,NA,NA,NA,NA,NA,NA,NA,0.054992384637900106,NA
NA,NA,NA,0.100837884614806,NA,NA,NA,NA,NA,NA,NA,0.0854012819569321,NA
NA,NA,NA,0.135894621342289,NA,NA,NA,NA,NA,NA,NA,0.068729286510942,NA
NA,NA,NA,0.08091997196529091,NA,NA,NA,NA,NA,NA,NA,0.08873790260839881,NA
NA,NA,NA,0.08091997196529091,NA,NA,NA,NA,NA,NA,NA,0.0194389036045802,NA
NA,NA,NA,0.0203991425994208,NA,NA,NA,NA,NA,NA,NA,0.054117358979732105,NA
NA,NA,NA,0.00941641066199857,NA,NA,NA,NA,NA,NA,NA,0.100837884614806,NA
NA,NA,NA,0.010367566131510601,NA,NA,NA,NA,NA,NA,NA,0.06105422640458201,NA
NA,NA,NA,0.0970744943075323,NA,NA,NA,NA,NA,NA,NA,0.034907805114869704,NA
NA,NA,NA,0.077047924589311,NA,NA,NA,NA,NA,NA,NA,0.107525348704236,NA
NA,NA,NA,0.034907805114869704,NA,NA,NA,NA,NA,NA,NA,0.07970411283777691,NA
NA,NA,NA,0.135894621342289,NA,NA,NA,NA,NA,NA,NA,0.054117358979732105,NA
NA,NA,NA,0.0760079623323776,NA,NA,NA,NA,NA,NA,NA,0.054117358979732105,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0194389036045802,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0194389036045802,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00941641066199857,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0038324309170739003,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034907805114869704,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16808951860975102,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0760079623323776,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0760079623323776,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034907805114869704,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034907805114869704,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0015220384884917601,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0248544420150225,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034907805114869704,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0194389036045802,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00941641066199857,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111712730417274,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0651278992547582,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0640426315197194,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10016924795805102,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0640426315197194,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0687614215319683,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111146221498105,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0625365939055213,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013695782309908902,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04625856612032671,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0194389036045802,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0115991001651274,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0366535009705132,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038681527175080804,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0851623210980225,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08091997196529091,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.030146118194620604,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.030146118194620604,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12881805532711502,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177403287398629,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0825312119140261,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147490836678809,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034907805114869704,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08499670384141471,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00941641066199857,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0868369030090296,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0389320206675292,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0355866923908741,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.197932299495478,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04625856612032671,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0422872685175067,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0825312119140261,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0388778072091603,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07174251236647951,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.113005785385498,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012017260337974102
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0320479630204056
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.113024833860108
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00957857933069235
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058796586605148804
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0780612240090547
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0242805476217288
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068729286510942
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06555551556855481
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037128628495455306
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054117358979732105
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
