point,transect,x,y,z
951,B,-0.4997,-14.0104,-9.5662
952,B,-0.5017,-14.0006,-9.5636
953,B,-0.5037,-13.9908,-9.5636
954,B,-0.5057,-13.9810,-9.5662
955,B,-0.5077,-13.9712,-9.5693
956,B,-0.5098,-13.9614,-9.5760
957,B,-0.5118,-13.9516,-9.6311
958,B,-0.5138,-13.9418,-9.6299
959,B,-0.5158,-13.9320,-9.6299
960,B,-0.5178,-13.9222,-9.6328
961,B,-0.5198,-13.9124,-9.6700
962,B,-0.5219,-13.9026,-9.6840
963,B,-0.5239,-13.8928,-9.6892
964,B,-0.5259,-13.8830,-9.7113
965,B,-0.5279,-13.8732,-9.7343
966,B,-0.5299,-13.8634,-9.8295
967,B,-0.5319,-13.8536,-9.8535
968,B,-0.5339,-13.8438,-9.8538
969,B,-0.5360,-13.8340,-9.8536
970,B,-0.5380,-13.8242,-9.8513
971,B,-0.5400,-13.8143,-9.8457
972,B,-0.5420,-13.8045,-9.8431
973,B,-0.5440,-13.7947,-9.7003
974,B,-0.5460,-13.7849,-9.8386
975,B,-0.5481,-13.7751,-9.8264
976,B,-0.5501,-13.7653,-9.8211
977,B,-0.5521,-13.7555,-9.8072
978,B,-0.5541,-13.7457,-9.6932
979,B,-0.5561,-13.7359,-9.6770
980,B,-0.5581,-13.7261,-9.6740
981,B,-0.5602,-13.7163,-9.6722
982,B,-0.5622,-13.7065,-9.6732
983,B,-0.5642,-13.6967,-9.6774
984,B,-0.5662,-13.6869,-9.6789
985,B,-0.5682,-13.6771,-9.6755
986,B,-0.5702,-13.6673,-9.6755
987,B,-0.5722,-13.6575,-9.6820
988,B,-0.5743,-13.6477,-9.7268
989,B,-0.5763,-13.6379,-9.7273
990,B,-0.5783,-13.6281,-9.7295
991,B,-0.5803,-13.6182,-9.7379
992,B,-0.5823,-13.6084,-9.8032
993,B,-0.5843,-13.5986,-9.7693
994,B,-0.5864,-13.5888,-9.6428
995,B,-0.5884,-13.5790,-9.6363
996,B,-0.5904,-13.5692,-9.6299
997,B,-0.5924,-13.5594,-9.6279
998,B,-0.5944,-13.5496,-9.6257
999,B,-0.5964,-13.5398,-9.5987
1000,B,-0.5985,-13.5300,-9.5610
