point,transect,x,y,z
645,A,-0.7733,-17.1938,-9.3835
646,A,-0.7753,-17.1840,-9.3701
647,A,-0.7773,-17.1742,-9.3629
648,A,-0.7793,-17.1644,-9.3556
649,A,-0.7814,-17.1546,-9.3473
650,A,-0.7834,-17.1448,-9.3402
651,A,-0.7854,-17.1350,-9.3337
652,A,-0.7874,-17.1252,-9.3281
653,A,-0.7894,-17.1154,-9.3189
654,A,-0.7914,-17.1056,-9.3168
655,A,-0.7935,-17.0958,-9.3087
656,A,-0.7955,-17.0860,-9.2164
657,A,-0.7975,-17.0762,-9.2095
658,A,-0.7995,-17.0664,-9.2095
659,A,-0.8015,-17.0566,-9.2013
660,A,-0.8035,-17.0468,-9.1360
661,A,-0.8055,-17.0370,-9.1308
662,A,-0.8076,-17.0271,-9.1288
663,A,-0.8096,-17.0173,-9.1256
664,A,-0.8116,-17.0075,-9.1228
665,A,-0.8136,-16.9977,-9.1188
666,A,-0.8156,-16.9879,-9.1184
667,A,-0.8176,-16.9781,-9.1184
668,A,-0.8197,-16.9683,-9.1203
669,A,-0.8217,-16.9585,-9.1018
670,A,-0.8237,-16.9487,-9.0990
671,A,-0.8257,-16.9389,-9.0844
672,A,-0.8277,-16.9291,-9.0796
673,A,-0.8297,-16.9193,-9.0779
674,A,-0.8318,-16.9095,-9.0752
675,A,-0.8338,-16.8997,-9.0752
676,A,-0.8358,-16.8899,-9.0757
677,A,-0.8378,-16.8801,-9.0780
678,A,-0.8398,-16.8703,-9.0811
679,A,-0.8418,-16.8605,-9.0905
680,A,-0.8438,-16.8507,-9.0978
681,A,-0.8459,-16.8409,-9.0983
682,A,-0.8479,-16.8310,-9.0905
683,A,-0.8499,-16.8212,-9.0849
684,A,-0.8519,-16.8114,-9.0806
685,A,-0.8539,-16.8016,-9.0759
686,A,-0.8559,-16.7918,-9.0730
687,A,-0.8580,-16.7820,-9.0733
688,A,-0.8600,-16.7722,0.0000
689,A,-0.8620,-16.7624,0.0000
690,A,-0.8640,-16.7526,-9.1722
691,A,-0.8660,-16.7428,-9.1561
692,A,-0.8680,-16.7330,-9.1561
693,A,-0.8701,-16.7232,-9.1566
694,A,-0.8721,-16.7134,-9.1566
695,A,-0.8741,-16.7036,-9.1721
696,A,-0.8761,-16.6938,-9.1662
697,A,-0.8781,-16.6840,-9.1659
698,A,-0.8801,-16.6742,-9.1667
699,A,-0.8822,-16.6644,-9.1940
700,A,-0.8842,-16.6546,-9.2158
701,A,-0.8862,-16.6448,-9.2302
702,A,-0.8882,-16.6349,-9.2186
703,A,-0.8902,-16.6251,-9.2142
704,A,-0.8922,-16.6153,-9.2087
705,A,-0.8942,-16.6055,-9.2039
706,A,-0.8963,-16.5957,-9.2045
707,A,-0.8983,-16.5859,-9.1992
708,A,-0.9003,-16.5761,-9.1860
709,A,-0.9023,-16.5663,-9.1798
710,A,-0.9043,-16.5565,-9.1773
711,A,-0.9063,-16.5467,-9.1771
712,A,-0.9084,-16.5369,-9.1767
713,A,-0.9104,-16.5271,-9.1768
714,A,-0.9124,-16.5173,-9.1746
715,A,-0.9144,-16.5075,-9.1730
716,A,-0.9164,-16.4977,-9.1710
717,A,-0.9184,-16.4879,-9.1692
718,A,-0.9205,-16.4781,-9.1684
719,A,-0.9225,-16.4683,-9.1491
720,A,-0.9245,-16.4585,-9.1455
721,A,-0.9265,-16.4487,-9.1455
722,A,-0.9285,-16.4388,-9.1461
723,A,-0.9305,-16.4290,-9.1478
724,A,-0.9325,-16.4192,-9.1552
725,A,-0.9346,-16.4094,-9.1759
726,A,-0.9366,-16.3996,-9.1599
727,A,-0.9386,-16.3898,-9.1553
728,A,-0.9406,-16.3800,-9.1549
729,A,-0.9426,-16.3702,-9.1565
730,A,-0.9446,-16.3604,-9.1566
731,A,-0.9467,-16.3506,-9.1603
732,A,-0.9487,-16.3408,-9.1646
733,A,-0.9507,-16.3310,-9.1649
734,A,-0.9527,-16.3212,-9.1659
735,A,-0.9547,-16.3114,-9.1706
736,A,-0.9567,-16.3016,-9.1774
737,A,-0.9588,-16.2918,-9.1805
738,A,-0.9608,-16.2820,-9.1840
739,A,-0.9628,-16.2722,-9.1862
740,A,-0.9648,-16.2624,-9.1862
741,A,-0.9668,-16.2526,-9.1916
742,A,-0.9688,-16.2428,-9.1973
743,A,-0.9708,-16.2329,-9.2041
744,A,-0.9729,-16.2231,-9.2104
745,A,-0.9749,-16.2133,-9.2050
746,A,-0.9769,-16.2035,-9.2050
747,A,-0.9789,-16.1937,-9.2100
748,A,-0.9809,-16.1839,-9.2142
749,A,-0.9829,-16.1741,-9.2255
750,A,-0.9850,-16.1643,-9.2520
751,A,-0.9870,-16.1545,-9.2663
752,A,-0.9890,-16.1447,-9.2766
753,A,-0.9910,-16.1349,-9.2832
754,A,-0.9930,-16.1251,-9.2803
755,A,-0.9950,-16.1153,-9.2698
756,A,-0.9971,-16.1055,-9.2637
757,A,-0.9991,-16.0957,-9.2575
758,A,-1.0011,-16.0859,-9.2532
759,A,-1.0031,-16.0761,-9.2515
760,A,-1.0051,-16.0663,-9.2548
761,A,-1.0071,-16.0565,-9.2573
762,A,-1.0091,-16.0467,-9.2564
763,A,-1.0112,-16.0368,-9.2564
764,A,-1.0132,-16.0270,-9.0353
765,A,-1.0152,-16.0172,-9.0228
766,A,-1.0172,-16.0074,-9.0133
767,A,-1.0192,-15.9976,-8.9871
768,A,-1.0212,-15.9878,-8.9670
769,A,-1.0233,-15.9780,-8.9534
770,A,-1.0253,-15.9682,-8.9557
771,A,-1.0273,-15.9584,-8.9648
772,A,-1.0293,-15.9486,-8.9715
773,A,-1.0313,-15.9388,-8.9722
774,A,-1.0333,-15.9290,-8.9771
775,A,-1.0354,-15.9192,-8.9819
776,A,-1.0374,-15.9094,-8.9911
777,A,-1.0394,-15.8996,-8.8916
778,A,-1.0414,-15.8898,-8.8806
779,A,-1.0434,-15.8800,-8.8900
780,A,-1.0454,-15.8702,-8.8758
781,A,-1.0474,-15.8604,-8.8546
782,A,-1.0495,-15.8506,-8.8306
783,A,-1.0515,-15.8407,-8.8367
784,A,-1.0535,-15.8309,-8.8501
785,A,-1.0555,-15.8211,-8.8615
786,A,-1.0575,-15.8113,-8.8747
787,A,-1.0595,-15.8015,-8.8909
788,A,-1.0616,-15.7917,-8.8950
789,A,-1.0636,-15.7819,-8.8605
790,A,-1.0656,-15.7721,-8.8480
791,A,-1.0676,-15.7623,-8.8102
792,A,-1.0696,-15.7525,-8.8072
793,A,-1.0716,-15.7427,-8.8072
794,A,-1.0737,-15.7329,-8.8127
795,A,-1.0757,-15.7231,-8.8134
796,A,-1.0777,-15.7133,-8.8147
797,A,-1.0797,-15.7035,-8.8352
798,A,-1.0817,-15.6937,-8.8370
799,A,-1.0837,-15.6839,-8.8446
800,A,-1.0858,-15.6741,-8.8564
801,A,-1.0878,-15.6643,-8.8653
802,A,-1.0898,-15.6545,-8.8700
803,A,-1.0918,-15.6447,-8.8492
804,A,-1.0938,-15.6348,-8.8431
805,A,-1.0958,-15.6250,-8.8417
806,A,-1.0978,-15.6152,-8.8417
807,A,-1.0999,-15.6054,-8.8446
808,A,-1.1019,-15.5956,-8.8462
809,A,-1.1039,-15.5858,-8.8587
810,A,-1.1059,-15.5760,-8.8952
811,A,-1.1079,-15.5662,-8.8938
812,A,-1.1099,-15.5564,-8.8928
813,A,-1.1120,-15.5466,-8.7921
814,A,-1.1140,-15.5368,-8.7894
815,A,-1.1160,-15.5270,-8.7914
816,A,-1.1180,-15.5172,-8.7934
817,A,-1.1200,-15.5074,-8.7949
818,A,-1.1220,-15.4976,-8.7871
819,A,-1.1241,-15.4878,-8.7640
820,A,-1.1261,-15.4780,-8.7490
821,A,-1.1281,-15.4682,-8.7490
822,A,-1.1301,-15.4584,-8.7499
823,A,-1.1321,-15.4486,-8.7505
824,A,-1.1341,-15.4387,-8.7477
825,A,-1.1361,-15.4289,-8.7462
826,A,-1.1382,-15.4191,-8.7362
827,A,-1.1402,-15.4093,-8.7341
828,A,-1.1422,-15.3995,-8.7289
829,A,-1.1442,-15.3897,-8.7256
830,A,-1.1462,-15.3799,-8.7263
831,A,-1.1482,-15.3701,-8.7269
832,A,-1.1503,-15.3603,-8.7301
833,A,-1.1523,-15.3505,-8.7315
834,A,-1.1543,-15.3407,-8.7307
835,A,-1.1563,-15.3309,-8.7307
836,A,-1.1583,-15.3211,-8.7295
837,A,-1.1603,-15.3113,-8.7281
838,A,-1.1624,-15.3015,-8.7281
839,A,-1.1644,-15.2917,-8.7284
840,A,-1.1664,-15.2819,-8.7284
841,A,-1.1684,-15.2721,-8.7426
842,A,-1.1704,-15.2623,-8.7446
843,A,-1.1724,-15.2525,-8.7389
844,A,-1.1744,-15.2426,-8.7402
845,A,-1.1765,-15.2328,-8.7388
846,A,-1.1785,-15.2230,-8.7402
847,A,-1.1805,-15.2132,-8.7428
848,A,-1.1825,-15.2034,-8.7476
849,A,-1.1845,-15.1936,-8.7527
850,A,-1.1865,-15.1838,-8.7488
851,A,-1.1886,-15.1740,-8.7457
852,A,-1.1906,-15.1642,-8.7647
853,A,-1.1926,-15.1544,-8.7773
854,A,-1.1946,-15.1446,-8.7752
855,A,-1.1966,-15.1348,-8.7730
856,A,-1.1986,-15.1250,-8.7731
857,A,-1.2007,-15.1152,-8.7771
858,A,-1.2027,-15.1054,-9.5095
859,A,-1.2047,-15.0956,-9.5117
860,A,-1.2067,-15.0858,-9.5193
861,A,-1.2087,-15.0760,-9.5473
862,A,-1.2107,-15.0662,-9.7848
863,A,-1.2127,-15.0564,-9.7588
864,A,-1.2148,-15.0465,-9.7588
865,A,-1.2168,-15.0367,-9.7650
866,A,-1.2188,-15.0269,-9.7624
867,A,-1.2208,-15.0171,-9.7482
868,A,-1.2228,-15.0073,-9.7362
869,A,-1.2248,-14.9975,-9.6450
870,A,-1.2269,-14.9877,-9.6056
871,A,-1.2289,-14.9779,-9.5940
872,A,-1.2309,-14.9681,-9.5884
873,A,-1.2329,-14.9583,-9.5797
874,A,-1.2349,-14.9485,-9.5678
875,A,-1.2369,-14.9387,-9.5671
876,A,-1.2390,-14.9289,-9.5691
877,A,-1.2410,-14.9191,-9.5940
878,A,-1.2430,-14.9093,-9.5812
879,A,-1.2450,-14.8995,-9.5749
880,A,-1.2470,-14.8897,-9.5608
881,A,-1.2490,-14.8799,-9.5482
882,A,-1.2511,-14.8701,-9.5379
883,A,-1.2531,-14.8603,-9.5358
884,A,-1.2551,-14.8505,-9.5370
885,A,-1.2571,-14.8406,-9.5437
886,A,-1.2591,-14.8308,-9.5384
887,A,-1.2611,-14.8210,-9.5339
888,A,-1.2631,-14.8112,-9.5424
889,A,-1.2652,-14.8014,-9.5477
890,A,-1.2672,-14.7916,-9.5514
891,A,-1.2692,-14.7818,-9.5496
892,A,-1.2712,-14.7720,-9.5433
893,A,-1.2732,-14.7622,-9.5438
894,A,-1.2752,-14.7524,-9.5438
895,A,-1.2773,-14.7426,-9.5494
896,A,-1.2793,-14.7328,-9.5535
897,A,-1.2813,-14.7230,-9.5628
898,A,-1.2833,-14.7132,-9.5657
899,A,-1.2853,-14.7034,-9.5686
900,A,-1.2873,-14.6936,-9.5693
901,A,-1.2894,-14.6838,-9.5851
902,A,-1.2914,-14.6740,-9.5957
903,A,-1.2934,-14.6642,-9.6118
904,A,-1.2954,-14.6544,-9.6023
905,A,-1.2974,-14.6445,-9.5993
906,A,-1.2994,-14.6347,-9.5983
907,A,-1.3014,-14.6249,-9.6032
908,A,-1.3035,-14.6151,-9.6368
909,A,-1.3055,-14.6053,-9.6468
910,A,-1.3075,-14.5955,-9.6529
911,A,-1.3095,-14.5857,-9.7708
912,A,-1.3115,-14.5759,-9.7579
913,A,-1.3135,-14.5661,-9.7518
914,A,-1.3156,-14.5563,-9.7503
915,A,-1.3176,-14.5465,-9.7511
916,A,-1.3196,-14.5367,-9.7443
917,A,-1.3216,-14.5269,-9.7224
918,A,-1.3236,-14.5171,-9.6323
919,A,-1.3256,-14.5073,-9.6294
920,A,-1.3277,-14.4975,-9.6274
921,A,-1.3297,-14.4877,-9.6272
922,A,-1.3317,-14.4779,-9.6248
923,A,-1.3337,-14.4681,-9.7398
924,A,-1.3357,-14.4583,-9.7422
925,A,-1.3377,-14.4484,-9.8681
926,A,-1.3397,-14.4386,-9.8567
927,A,-1.3418,-14.4288,-9.8599
928,A,-1.3438,-14.4190,-9.8688
929,A,-1.3458,-14.4092,-9.8508
930,A,-1.3478,-14.3994,-9.8465
931,A,-1.3498,-14.3896,-9.8437
932,A,-1.3518,-14.3798,-9.8432
933,A,-1.3539,-14.3700,-9.8461
934,A,-1.3559,-14.3602,-9.8540
935,A,-1.3579,-14.3504,-9.8576
936,A,-1.3599,-14.3406,-9.8653
937,A,-1.3619,-14.3308,-9.9102
938,A,-1.3639,-14.3210,-9.9030
939,A,-1.3660,-14.3112,-9.9031
940,A,-1.3680,-14.3014,-9.8968
941,A,-1.3700,-14.2916,-9.8539
942,A,-1.3720,-14.2818,-9.8455
943,A,-1.3740,-14.2720,-9.8373
944,A,-1.3760,-14.2622,-9.8038
945,A,-1.3780,-14.2523,-9.8019
946,A,-1.3801,-14.2425,-9.8020
947,A,-1.3821,-14.2327,-9.8027
948,A,-1.3841,-14.2229,-9.8033
949,A,-1.3861,-14.2131,-9.8027
950,A,-1.3881,-14.2033,-9.8044
951,A,-1.3901,-14.1935,-9.8103
952,A,-1.3922,-14.1837,-9.8152
953,A,-1.3942,-14.1739,-9.8124
954,A,-1.3962,-14.1641,-9.7816
955,A,-1.3982,-14.1543,-9.7806
956,A,-1.4002,-14.1445,-9.7810
957,A,-1.4022,-14.1347,-9.6256
958,A,-1.4043,-14.1249,-9.6254
959,A,-1.4063,-14.1151,-9.6254
960,A,-1.4083,-14.1053,-9.6279
961,A,-1.4103,-14.0955,-9.6326
962,A,-1.4123,-14.0857,-9.6148
963,A,-1.4143,-14.0759,-9.6103
964,A,-1.4163,-14.0661,-9.6103
965,A,-1.4184,-14.0563,-9.6130
966,A,-1.4204,-14.0464,-9.6176
967,A,-1.4224,-14.0366,-9.6240
968,A,-1.4244,-14.0268,-9.6252
969,A,-1.4264,-14.0170,-9.6087
970,A,-1.4284,-14.0072,-9.6013
971,A,-1.4305,-13.9974,-9.6019
972,A,-1.4325,-13.9876,-9.6051
973,A,-1.4345,-13.9778,-9.5907
974,A,-1.4365,-13.9680,-9.5700
975,A,-1.4385,-13.9582,-9.5699
976,A,-1.4405,-13.9484,-9.5657
977,A,-1.4426,-13.9386,-9.5655
978,A,-1.4446,-13.9288,-9.5528
979,A,-1.4466,-13.9190,-9.5399
980,A,-1.4486,-13.9092,-9.5402
981,A,-1.4506,-13.8994,-9.5426
982,A,-1.4526,-13.8896,-9.5498
983,A,-1.4547,-13.8798,-9.5373
984,A,-1.4567,-13.8700,-9.5231
985,A,-1.4587,-13.8602,-9.5213
986,A,-1.4607,-13.8503,-9.5212
987,A,-1.4627,-13.8405,-9.5255
988,A,-1.4647,-13.8307,-9.5430
989,A,-1.4667,-13.8209,-9.5535
990,A,-1.4688,-13.8111,-9.5535
991,A,-1.4708,-13.8013,-9.5554
992,A,-1.4728,-13.7915,-9.5579
993,A,-1.4748,-13.7817,-9.5601
994,A,-1.4768,-13.7719,-9.5609
995,A,-1.4788,-13.7621,-9.5561
996,A,-1.4809,-13.7523,-9.5536
997,A,-1.4829,-13.7425,-9.5437
998,A,-1.4849,-13.7327,-9.5400
999,A,-1.4869,-13.7229,-9.5400
1000,A,-1.4889,-13.7131,-9.5400
