layer,level,class,id,x,y
1,patch,0,185,2.402908366000957,23.17903715401552
1,patch,0,186,2.3666085777812764,15.051700284689547
1,patch,0,187,2.388510871606009,22.818808018692867
1,patch,0,188,2.4534706773978714,13.51416700921402
1,patch,0,189,2.465787007453684,14.36909754834524
1,patch,0,190,2.4632023285341136,11.78136726954658
1,patch,0,191,2.5017778362504584,14.468138671378169
1,patch,0,192,2.457109568067228,13.7501349068518
1,patch,0,193,2.4531110420249416,13.644567382816088
1,patch,0,194,2.5711492041241093,12.085015480667321
1,patch,0,195,2.574198766578054,21.11993889355611
1,patch,0,196,2.5888067670597033,24.555039108290178
1,patch,0,197,2.5862958873371453,16.656316324567943
1,patch,0,198,2.5936893624664314,5.795706212391862
1,patch,0,199,2.638321970269222,19.168718333267304
1,patch,0,200,2.7101702685918876,14.386989610270941
1,patch,0,201,2.7735849882235706,24.72435460687188
1,patch,0,202,2.732093831618615,13.381355090102481
1,patch,0,203,2.753388816429702,14.019475029266466
1,patch,0,204,2.7997394514680853,13.956922279207294
1,patch,0,205,2.8069592130104817,24.916902154214952
1,patch,0,206,2.904614740256191,16.749571995044136
1,patch,0,207,2.841119561961933,13.793003263539836
1,patch,0,208,2.845352981122663,9.547308864840103
1,patch,0,209,2.8697643466265115,9.947032479123298
1,patch,0,210,2.9237871491343834,12.738156169482677
1,patch,0,211,2.8998345577697298,14.872290732251871
1,patch,0,212,2.9813535804126663,13.45419692729431
1,patch,0,213,2.9950354726054798,15.471176454382721
1,patch,0,214,3.0891478017101237,14.476717489923184
1,patch,0,215,3.018436326488197,13.764383656162993
1,patch,0,216,3.0264298575911024,16.077343885271965
1,patch,0,217,3.048330471303113,13.671366073310937
1,patch,0,218,3.1361860081382305,21.098291618696308
1,patch,0,219,3.205983204468675,21.120578280361816
1,patch,0,220,3.239780858673536,20.69070443797403
1,patch,0,221,3.251143258414271,21.932102202143522
1,patch,0,222,3.2333880677031885,15.678562423088021
1,patch,0,223,3.2739207221267277,16.233218807716444
1,patch,0,224,3.2785131324293024,18.972042185361076
1,patch,0,225,3.3410923281805687,20.543567151021634
1,patch,0,226,3.3327819362752025,13.807641788668908
1,patch,0,227,3.328808517187808,18.245434683033196
1,patch,0,228,3.35220866341036,13.484102722069402
1,patch,0,229,3.3472215440272186,16.108614043415653
1,patch,0,230,3.3279354086804314,16.383757052517495
1,patch,0,231,3.366599601452629,20.712267563111443
1,patch,0,232,3.4756143090550955,12.782742877802775
1,patch,0,233,3.403777098909344,16.62609761166728
1,patch,0,234,3.4751946289851516,14.260328761602192
1,patch,0,235,3.448770026475156,11.937721039635758
1,patch,0,236,3.4798210920777284,13.390545466042802
1,patch,0,237,3.494985258789562,13.084288816086248
1,patch,0,238,3.550908130357879,17.094703373928354
1,patch,0,239,3.583154916756483,17.269173280074632
1,patch,0,240,3.641792990712327,17.164886834870213
1,patch,0,241,3.6096588827512326,16.9876010537269
1,patch,0,242,3.6737466375646144,20.15845800242486
1,patch,0,243,3.7618788012526108,22.01896115117528
1,patch,0,244,3.776983542340739,7.161403476183371
1,patch,0,245,3.8192974050047646,20.238292392920467
1,patch,0,246,3.943905618485946,13.358152379182723
1,patch,0,247,3.8702870005627457,10.978664715154245
1,patch,0,248,4.012478900322273,22.004344593275434
1,patch,0,249,4.013166269035962,14.531659110850493
1,patch,0,250,4.0234639724134444,13.248921791692267
1,patch,0,251,4.135737463984976,7.2231634925407775
1,patch,0,252,4.130140504803789,1.9374275408371446
1,patch,0,253,4.2130921899320555,7.435067157559988
1,patch,0,254,4.246363982282628,8.827767169581877
1,patch,0,255,4.334168816111782,6.733529269392041
1,patch,0,256,4.419703217352229,7.583599561879922
1,patch,0,257,4.46643731823982,15.411577111438737
1,patch,0,258,4.471423492223678,7.339459666051475
1,patch,0,259,4.46811039572026,7.131312404501409
1,patch,0,260,4.496596882115721,14.776318727404936
1,patch,0,261,4.493941848488814,15.699682410787048
1,patch,0,262,4.50384329242479,15.640882582795669
1,patch,0,263,4.5337794077083045,16.84982245084833
1,patch,0,264,4.612609959005825,7.422374370095502
1,patch,0,265,4.609845783804579,19.62994162083699
1,patch,0,266,4.594918614013122,9.063151270721862
1,patch,0,267,4.673108415411059,7.7620773502915075
1,patch,0,268,4.776628400854847,8.316031943120047
1,patch,0,269,4.712771076112102,19.89895361743032
1,patch,0,270,4.758813326668314,8.489853613138354
1,patch,0,271,4.741114973509445,16.9792376883953
1,patch,0,272,4.789076666931789,7.649923645733783
1,patch,0,273,4.84075137784123,7.530889365482567
1,patch,0,274,4.779852644492242,7.356468995001371
1,patch,0,275,4.844866894105205,8.678113673897366
1,patch,0,276,4.818971416310948,3.833304512729593
1,patch,0,277,4.812409419231108,16.737834288376252
1,patch,0,278,4.790296159688966,8.774310504922122
1,patch,0,279,4.804668398807457,19.729413300627137
1,patch,0,280,4.8713590745975095,7.936004111203036
1,patch,0,281,4.909461817393577,7.691385066124338
1,patch,0,282,4.946621316535974,20.704155884612938
1,patch,0,283,4.966064816775714,7.826858486563808
1,patch,0,284,4.957940015819398,17.032380024643324
1,patch,0,285,5.017772048357679,9.1266688942666
1,patch,0,286,5.036131087647585,8.652164925183945
1,patch,0,287,5.035433751842179,8.292451338347849
1,patch,0,288,5.1354884152405305,17.26637355250905
1,patch,0,289,5.117097378300737,13.080138630976412
1,patch,0,290,5.099089052319124,22.946067653981242
1,patch,0,291,5.076895100580074,4.483984437009058
1,patch,0,292,5.113098310873657,7.434062746176098
1,patch,0,293,5.11215474899359,7.583122336253403
1,patch,0,294,5.116787485654005,17.147659395709095
1,patch,0,295,5.1857409723724555,17.657845616034383
1,patch,0,296,5.211503101177441,4.137562177119224
1,patch,0,297,5.239655764211413,20.876527686455688
1,patch,0,298,5.28062497303952,16.478403948993872
1,patch,0,299,5.270376620614316,15.403509419217109
1,patch,0,300,5.342128637875191,20.751530885123998
1,patch,0,301,5.338407286935244,14.769396940064377
1,patch,0,302,5.393596022867012,17.415519437810744
1,patch,0,303,5.435193764728965,3.9394578144505967
1,patch,0,304,5.4338387971080495,20.595346616222894
1,patch,0,305,5.522652090123234,20.7007280970563
1,patch,0,306,5.507771683260104,13.983297686067676
1,patch,0,307,5.572492540538689,16.51827741239374
1,patch,0,308,5.5484711691598685,17.033039449057547
1,patch,0,309,5.579195363266478,3.5437498787707895
1,patch,0,310,5.5417572416735315,17.282712463621724
1,patch,0,311,5.557681104385607,14.715731419492384
1,patch,0,312,5.620023522413315,13.071352662153778
1,patch,0,313,5.600807213788216,7.223393208759778
1,patch,0,314,5.593689797098011,21.208011184220002
1,patch,0,315,5.635318008647878,19.84062931657466
1,patch,0,316,5.629676934426433,16.359623800190022
1,patch,0,317,5.666347047535932,13.951243126220815
1,patch,0,318,5.604544279276975,17.41867587890443
1,patch,0,319,5.6420643146989455,3.427979868686771
1,patch,0,320,5.6431707195555525,14.926796428516571
1,patch,0,321,5.672553621304996,17.63056162103612
1,patch,0,322,5.7111162597044345,17.108197461574374
1,patch,0,323,5.734579635728156,16.918562092049775
1,patch,0,324,5.744587607250446,6.943123085723824
1,patch,0,325,5.733472053726055,17.884845218571304
1,patch,0,326,5.7366637094400295,17.988994348815677
1,patch,0,327,5.765592811721071,14.9369271948208
1,patch,0,328,5.761016829140467,17.74321240513691
1,patch,0,329,5.786023462029173,18.998973304868116
1,patch,0,330,5.785426828933235,18.506433301072548
1,patch,0,331,5.7984496555564355,18.765680794955944
1,patch,0,332,5.844988681451273,12.960126903467467
1,patch,0,333,5.857731167516631,14.796019708440735
1,patch,0,334,5.829047027764912,15.106024093451186
1,patch,0,335,5.921454658018016,19.512054163936213
1,patch,0,336,5.98534687896337,20.315419706802622
1,patch,0,337,5.972248651368878,17.591603455010727
1,patch,0,338,6.0397998350178135,19.37992320230302
1,patch,0,339,6.008531729190264,14.759462739060927
1,patch,0,340,6.167102188219724,14.628976506859129
1,patch,0,341,6.177480032860456,15.915000396180709
1,patch,0,342,6.166796553037408,16.667612001573946
1,patch,0,343,6.256477956402527,13.406160967463482
1,patch,0,344,6.285153144777781,17.57872524859686
1,patch,0,345,6.322902465000236,16.209092172118098
1,patch,0,346,6.3708525367120545,16.670042881249874
1,patch,0,347,6.403310613129958,15.732512320097808
1,patch,0,348,6.449496776593006,15.982676346896119
1,patch,0,349,6.484910510773388,16.11909996482259
1,patch,0,350,6.4468287390506305,16.750572583110195
1,patch,0,351,6.514524361247517,16.566690596352263
1,patch,0,352,6.459616036729288,18.302449779645745
1,patch,0,353,6.532910706390184,16.306285275028664
1,patch,0,354,6.565921913994054,18.20346691785212
1,patch,0,355,6.627098177885012,17.707671288189914
1,patch,0,356,6.509566685424873,14.941736095473992
1,patch,0,357,6.591815090034735,18.46402847182329
1,patch,0,358,6.58959901301386,16.19214023003316
1,patch,0,359,6.645765663504685,15.803060645076707
1,patch,0,360,6.652987086174306,16.031997012399703
1,patch,0,361,6.858407053085725,18.67165090445095
1,patch,0,362,6.937877296813592,16.366922582504607
1,patch,0,363,6.916650962334463,18.447780543009678
1,patch,0,364,6.954903444879062,16.541336978811625
1,patch,0,365,7.057012160570897,17.79696647714479
1,patch,0,366,6.987963941860547,16.24513142559961
1,patch,0,367,7.074473142566883,18.534296693769285
1,patch,0,368,7.568936822734285,14.711514138151724
1,patch,0,369,7.754566671470237,14.465575302760572
1,patch,0,370,7.716305883824172,14.623698678976208
1,patch,0,371,9.494707525613078,20.394964861446546
1,patch,0,372,9.687971775045849,5.430021130592973
